name,part_url,price,screen_size,resolution,refresh_rate,response_time,panel_type,aspect_ratio
Acer Predator Z301CT,https://pcpartpicker.com/product/Xwc48d/acer-predator-z301ct-295-2560x1080-200hz-monitor-umcz1eet01,,29.5,"2560,1080",200,4,VA,21:9
iiyama G-Master GE2788HS-B2,https://pcpartpicker.com/product/TdbwrH/iiyama-g-master-ge2788hs-b2-270-1920x1080-60hz-monitor-ge2788hs-b2,,27,"1920,1080",60,1,TN,16:9
iiyama Prolite GB2773HS-GB1,https://pcpartpicker.com/product/BgndnQ/iiyama-prolite-gb2773hs-gb1-270-1920x1080-144hz-monitor-pl-g2773hs-gb1,,27,"1920,1080",144,1,TN,16:9
iiyama Prolite X2283HSU-B1DP,https://pcpartpicker.com/product/nQyV3C/iiyama-prolite-x2283hsu-b1dp-215-1920x1080-60hz-monitor-x2283hsu-b1dp,,21.5,"1920,1080",60,5,VA,16:9
Acer ED7,https://pcpartpicker.com/product/DH448d/acer-ed7-340-3440x1440-100hz-monitor-ed347ckr-bmidphzx,,34,"3440,1440",100,4,VA,21:9
iiyama G-MASTER BLACK HAWK,https://pcpartpicker.com/product/fFbwrH/iiyama-g-master-black-hawk-215-1920x1080-75hz-monitor-ge2288hs-b1,,21.5,"1920,1080",75,1,TN,16:9
LG 27GK750F-B,https://pcpartpicker.com/product/8MrmP6/lg-27gk750f-b-270-1920x1080-240-hz-monitor-27gk750f-b,,27,"1920,1080",240,1,TN,16:9
ViewSonic VX3258-2KC-MHD,https://pcpartpicker.com/product/2dw7YJ/viewsonic-vx3258-2kc-mhd-315-2560x1440-144hz-monitor-vx3258-2kc-mhd,,31.5,"2560,1440",144,5,VA,16:9
Samsung U28H750,https://pcpartpicker.com/product/z2fhP6/samsung-u28h750-279-3840x2160-60hz-monitor-lu28h750uquxen,,27.9,"3840,2160",60,1,TN,16:9
Samsung C49J890DKE,https://pcpartpicker.com/product/9sBTwP/samsung-c49j890dke-489-3840x1080-144hz-monitor-c49j890dke,,48.9,"3840,1080",144,5,VA,32:9
AOC 24V2Q,https://pcpartpicker.com/product/FsgzK8/aoc-24v2q-238-1920x1080-75hz-monitor-24v2q,,23.8,"1920,1080",75,5,IPS,16:9
Samsung LC43J890DKNXZA,https://pcpartpicker.com/product/yCc48d/samsung-lc43j890dknxza-430-3840x1200-120hz-monitor-lc43j890dknxza,,43,"3840,1200",120,5,VA,16:5
BenQ EX3203R,https://pcpartpicker.com/product/Qgc48d/benq-ex3203r-315-2560x1440-144-hz-monitor-ex3203r,,31.5,"2560,1440",144,4,VA,16:9
Acer KG241 Pbmidpx,https://pcpartpicker.com/product/Br8j4D/acer-kg241-pbmidpx-240-1920x1080-144-hz-monitor-umfx1aap01,,24,"1920,1080",144,1,TN,16:9
Sceptre U275W-4000R,https://pcpartpicker.com/product/grgzK8/sceptre-u275w-4000r-270-3840x2160-60-hz-monitor-u275w-4000r,,27,"3840,2160",60,5,IPS,16:9
Dell U3219Q,https://pcpartpicker.com/product/3fBTwP/dell-u3219q-315-3840x2160-60-hz-monitor-u3219q,1005,31.5,"3840,2160",60,5,IPS,16:9
AOC 22V2H,https://pcpartpicker.com/product/68tQzy/aoc-22v2h-215-1920x1080-75-hz-monitor-22v2h,,21.5,"1920,1080",75,5,IPS,16:9
ViewSonic XG240R,https://pcpartpicker.com/product/hZMwrH/viewsonic-xg240r-240-1920x1080-144-hz-monitor-xg240r,,24,"1920,1080",144,1,TN,16:9
Acer XF240YU bmiidprzx,https://pcpartpicker.com/product/vfQG3C/acer-xf240yu-bmiidprzx-238-2560x1440-144-hz-monitor-xf240yu-bmiidprzx,,23.8,"2560,1440",144,1,TN,16:9
Acer XF251Q bmiirx,https://pcpartpicker.com/product/ZHXnTW/acer-xf251q-bmiirx-245-1920x1080-75-hz-monitor-xf251q-bmiirx,,24.5,"1920,1080",75,1,TN,16:9
MSI Optix MAG241CR,https://pcpartpicker.com/product/cQXnTW/msi-optix-mag241cr-236-1920x1080-144-hz-monitor-optix-mag241cr,,23.6,"1920,1080",144,1,VA,16:9
VIOTEK GN27C2,https://pcpartpicker.com/product/snc48d/viotek-gn27c2-270-1920x1080-144-hz-monitor-gn27c2,,27,"1920,1080",144,6,VA,16:9
VIOTEK GN32DB,https://pcpartpicker.com/product/qGKcCJ/viotek-gn32db-320-2560x1440-144-hz-monitor-gn32db,,32,"2560,1440",144,4,VA,16:9
Acer KG270 biix,https://pcpartpicker.com/product/Pnkj4D/acer-kg270-biix-270-1920x1080-75-hz-monitor-kg270-biix,,27,"1920,1080",75,1,TN,16:9
AOC AG273QCX,https://pcpartpicker.com/product/nBkj4D/aoc-ag273qcx-270-2560x1440-144-hz-monitor-ag273qcx,,27,"2560,1440",144,1,VA,16:9
AOC G2778VQ,https://pcpartpicker.com/product/gX97YJ/aoc-g2778vq-270-1920x1080-144-hz-monitor-g2778vq,,27,"1920,1080",75,1,TN,16:9
BenQ BL2780,https://pcpartpicker.com/product/vyhKHx/benq-bl2780-270-1920x1080-60-hz-monitor-bl2780,,27,"1920,1080",60,5,IPS,16:9
Acer XF250Q Bbmiiprx,https://pcpartpicker.com/product/xX8j4D/acer-xf250q-bbmiiprx-245-1920x1080-144-hz-monitor-umkx0aab01,,24.5,"1920,1080",144,1,TN,16:9
Acer K242HQL bid,https://pcpartpicker.com/product/gVYQzy/acer-k242hql-bid-236-1920x1080-60-hz-monitor-umux2aa001,235.88,23.6,"1920,1080",60,5,VA,16:9
AOC 20E1H,https://pcpartpicker.com/product/Mg97YJ/aoc-20e1h-195-1600x900-60-hz-monitor-20e1h,,19.5,"1600,900",60,5,TN,16:9
Gigabyte AORUS CV27Q,https://pcpartpicker.com/product/bp2bt6/gigabyte-aorus-cv27q-270-2560x1440-165-hz-monitor-aorus-cv27q-sa,,27,"2560,1440",165,,VA,16:9
HP V194,https://pcpartpicker.com/product/PjTPxr/hp-v194-185-1366x768-60-hz-monitor-v5e94a6aba,,18.5,"1366,768",60,5,TN,16:9
HP EliteDisplay E202,https://pcpartpicker.com/product/cQkj4D/hp-elitedisplay-e202-200-1600x900-60-hz-monitor-m1f41a8aba,,20,"1600,900",60,,IPS,16:9
Lenovo T24i 10,https://pcpartpicker.com/product/mtVD4D/lenovo-t24i-10-238-1920x1080-60-hz-monitor-61a6mar3us,,23.8,"1920,1080",60,6,IPS,16:9
Lenovo C22-10,https://pcpartpicker.com/product/PqmFf7/lenovo-c22-10-215-1920x1080-60-hz-monitor-65e5kcc6us,,21.5,"1920,1080",60,5,TN,16:9
LG 24BK400H-B,https://pcpartpicker.com/product/d4zkcf/lg-24bk400h-b-240-1920x1080-75-hz-monitor-24bk400h-b,216.95,24,"1920,1080",75,1,TN,16:9
Philips 278E9QJAB,https://pcpartpicker.com/product/fZNv6h/philips-278e9qjab-270-1920x1080-75-hz-monitor-278e9qjab,,27,"1920,1080",75,4,VA,16:9
Pixio PX7P,https://pcpartpicker.com/product/WkJmP6/pixio-px7p-270-2560x1440-165-hz-monitor-px7p,,27,"2560,1440",165,4,IPS,16:9
Sharp LL-B240,https://pcpartpicker.com/product/PZtQzy/sharp-ll-b240-238-1920x1080-60-hz-monitor-ll-b240,,23.8,"1920,1080",60,,VA,16:9
ViewEra V198HB,https://pcpartpicker.com/product/c2PKHx/viewera-viewera-v198hb-black-19-5ms-hdmibnc-lcdled-security-monitor-250cdm2-10001-hdmi-bnc-inout-d-sub-190-1280x1024-60-hz-monitor-v198hb,153.98,19,"1280,1024",60,5,TN,5:4
Acer SA230 BI,https://pcpartpicker.com/product/tzvqqs/acer-sa230-bi-230-1920x1080-60-hz-monitor-sa230-bi,,23,"1920,1080",60,4,IPS,16:9
LG 27UL600-W,https://pcpartpicker.com/product/cWfFf7/lg-27ul600-w-270-3840x2160-60-hz-monitor-27ul600-w,,27,"3840,2160",60,5,IPS,16:9
Acer ER320HQ,https://pcpartpicker.com/product/nH4BD3/acer-er320hq-315-1920x1080-60-hz-monitor-umje0aa003,,31.5,"1920,1080",60,4,IPS,16:9
Acer VG270 Pbiip,https://pcpartpicker.com/product/gByqqs/acer-vg270-pbiip-270-1920x1080-144-hz-monitor-umhv0aap02,,27,"1920,1080",144,,IPS,16:9
Asus ROG Strix XG43VQ,https://pcpartpicker.com/product/kQcRsY/asus-rog-strix-xg43vq-434-3840x1200-120-hz-monitor-90lm0580-b011b0,,43.4,"3840,1200",120,,VA,16:5
AOC AGON AG273QX,https://pcpartpicker.com/product/J2TzK8/aoc-agon-ag273qx-270-2560x1440-165-hz-monitor-ag273qx,,27,"2560,1440",165,,VA,16:9
ViewSonic VX2758-P-MHD,https://pcpartpicker.com/product/fKcRsY/viewsonic-vx2758-p-mhd-270-1920x1080-144-hz-monitor-vx2758-p-mhd,,27,"1920,1080",144,1,TN,16:9
Acer HA270 Abi,https://pcpartpicker.com/product/LRMTwP/acer-ha270-abi-270-1920x1080-75-hz-monitor-umhw0aaa01,,27,"1920,1080",75,4,IPS,16:9
Acer XB273K Sbmiprzx,https://pcpartpicker.com/product/P6BhP6/acer-xb273k-sbmiprzx-270-3840x2160-144-hz-monitor-umhx3aas01,,27,"3840,2160",144,4,IPS,16:9
Lenovo Q24i-10,https://pcpartpicker.com/product/bWzFf7/lenovo-q24i-10-238-1920x1080-60-hz-monitor-65f3kcc3us,,23.8,"1920,1080",60,4,IPS,16:9
Philips 221B8LJEB/27,https://pcpartpicker.com/product/pzGnTW/philips-221b8ljeb27-215-1920-x-1080-60-hz-monitor-221b8ljeb27,,21.5,"1920,1080",60,1,TN,16:9
Acer ED270R PBIIPX,https://pcpartpicker.com/product/wh848d/acer-ed270r-pbiipx-270-1920x1080-165-hz-monitor-umhe0aap01,,27,"1920,1080",165,5,VA,16:9
Dell E2420H,https://pcpartpicker.com/product/KDFKHx/dell-e2420h-238-1920-x-1080-60-hz-monitor-dell-e2420h,,23.8,"1920,1080",60,5,IPS,16:9
Dell E2720H,https://pcpartpicker.com/product/QsgQzy/dell-e2720h-270-1920x1080-60-hz-monitor-dell-e2720h,,27,"1920,1080",60,5,IPS,16:9
iiyama GB3461WQSU-B1,https://pcpartpicker.com/product/Mhwkcf/iiyama-gb3461wqsu-b1-340-3440x1440-144-hz-monitor-gb3461wqsu-b1,,34,"3440,1440",144,,IPS,21:9
Philips 223V5LHSB2,https://pcpartpicker.com/product/vTK2FT/philips-223v5lhsb2-215-1920x1080-60-hz-monitor-223v5lhsb2,,21.5,"1920,1080",60,5,TN,16:9
Acer Nitro RX1 RX241Y Pbmiiphx,https://pcpartpicker.com/product/QskWGX/acer-nitro-rx1-rx241y-pbmiiphx-236-1920x1080-165-hz-monitor-rx241y-pbmiiphx,,23.6,"1920,1080",165,,IPS,16:9
Samsung LS22E310HS/ZA,https://pcpartpicker.com/product/mNcG3C/samsung-ls22e310hsza-215-1920x1080-60-hz-monitor-ls22e310hsza,,21.5,"1920,1080",60,,TN,16:9
Acer KG241Q bmiix,https://pcpartpicker.com/product/xFstt6/acer-kg241q-bmiix-236-1920x1080-75-hz-monitor-kg241q-bmiix,298.99,23.6,"1920,1080",75,,TN,16:9
Acer VG280K bmiipx,https://pcpartpicker.com/product/xWBG3C/acer-vg280k-bmiipx-280-3840x2160-60-hz-monitor-umpv0aa001,,28,"3840,2160",60,4,IPS,16:9
LG 32UN550-W,https://pcpartpicker.com/product/QYH7YJ/lg-32un550-w-315-3840x2160-60-hz-monitor-32un550-w,465,31.5,"3840,2160",60,4,VA,16:9
Corsair XENEON 32QHD165,https://pcpartpicker.com/product/wDhFf7/corsair-xeneon-32qhd165-320-2560-x-1440-165-hz-monitor-cm-9020001-na,,32,"2560,1440",165,3,IPS,16:9
Cooler Master GM27-FQS ARGB,https://pcpartpicker.com/product/zqgFf7/cooler-master-gm27-fqs-argb-270-2560x1440-165-hz-monitor-gm27-fqs-argb,,27,"2560,1440",165,,IPS,16:9
Dell P2018H,https://pcpartpicker.com/product/Vwnypg/dell-p2018h-200-1600x900-60-hz-monitor-p2018h,,20,"1600,900",60,,TN,16:9
MSI Optix MAG322CQR,https://pcpartpicker.com/product/h8fFf7/msi-optix-mag322cqr-315-2560x1440-165-hz-monitor-optix-mag322cqr,,31.5,"2560,1440",165,,VA,16:9
MSI Optix MAG245R,https://pcpartpicker.com/product/7rFbt6/msi-optix-mag245r-238-1920x1080-144-hz-monitor-optix-mag245r,,23.8,"1920,1080",144,,IPS,16:9
MSI Optix MAG2732,https://pcpartpicker.com/product/xZYmP6/msi-optix-mag2732-270-1920x1080-165-hz-monitor-optix-mag2732,,27,"1920,1080",165,,IPS,16:9
MSI Optix G271C,https://pcpartpicker.com/product/WDddnQ/msi-optix-g271c-270-1920x1080-165-hz-monitor-optixg271c,,27,"1920,1080",165,,VA,16:9
MSI Optix G321CQP,https://pcpartpicker.com/product/dQvdnQ/msi-optix-g321cqp-315-2560x1440-165-hz-monitor-optixg321cqp,,31.5,"2560,1440",165,,VA,16:9
Acer CB272U smiiprx,https://pcpartpicker.com/product/FtZ9TW/acer-cb272u-smiiprx-270-2560x1440-75-hz-monitor-umhb2aa005,,27,"2560,1440",75,,IPS,16:9
Samsung M50B,https://pcpartpicker.com/product/N7jBD3/samsung-m50b-270-1920x1080-60-hz-monitor-ls27bm502enxgo,,27,"1920,1080",60,4,VA,16:9
Samsung CH890,https://pcpartpicker.com/product/3yhFf7/samsung-ch890-340-3440x1440-100-hz-monitor-lc34h890wgnxgo,,34,"3440,1440",100,,VA,21:9
Samsung LF27T700QQNXZA,https://pcpartpicker.com/product/QHqPxr/samsung-lf27t700qqnxza-270-2560x1440-75-hz-monitor-lf27t700qqnxza,,27,"2560,1440",75,5,IPS,16:9
Samsung M50A,https://pcpartpicker.com/product/3nfnTW/samsung-m50a-240-1920x1080-60-hz-monitor-ls24am506nnxza,,24,"1920,1080",60,,IPS,16:9
Samsung M70UA,https://pcpartpicker.com/product/FMXJ7P/samsung-m70ua-430-3840x2160-60-hz-monitor-ls43am702unxza,,43,"3840,2160",60,8,VA,16:9
Acer GF276 Abmipx,https://pcpartpicker.com/product/TCTp99/acer-gf276-abmipx-270-1920x1080-75-hz-monitor-umhg6aaa01,,27,"1920,1080",75,1,,16:9
Acer VG281K bmiipx,https://pcpartpicker.com/product/dP4Ycf/acer-vg281k-bmiipx-280-3840x2160-60-hz-monitor-umpv1aa001,,28,"3840,2160",60,,IPS,16:9
Acer CB242Y bir,https://pcpartpicker.com/product/vr8bt6/acer-cb242y-bir-238-1920x1080-75-hz-monitor-umqb2aa001,169.99,23.8,"1920,1080",75,,IPS,16:9
Acer QG241Y bi,https://pcpartpicker.com/product/FGQcCJ/acer-qg241y-bi-238-1920x1080-75-hz-monitor-umqq1aa004,,23.8,"1920,1080",75,,VA,16:9
Acer R242Y Ayi,https://pcpartpicker.com/product/L2PQzy/acer-r242y-ayi-238-1920x1080-75-hz-monitor-umqr2aaa01,,23.8,"1920,1080",75,,VA,16:9
Dell U2722D,https://pcpartpicker.com/product/QWzhP6/dell-u2722d-270-2560x1440-60-hz-monitor-u2722d,,27,"2560,1440",60,,IPS,16:9
Dell U3821DW,https://pcpartpicker.com/product/PkYmP6/dell-u3821dw-375-3840x1600-60-hz-monitor-210-ayle,20249,37.5,"3840,1600",60,5,IPS,12:5
Dell E2422H,https://pcpartpicker.com/product/DvrRsY/dell-e2422h-240-1920x1080-60-hz-monitor-210-bbur,157.88,24,"1920,1080",60,5,IPS,16:9
Dell E2422HS,https://pcpartpicker.com/product/Vz4Ycf/dell-e2422hs-240-1920-x-1080-60-hz-monitor-210-bbut,309,24,"1920,1080",60,5,IPS,16:9
Dell P2723D,https://pcpartpicker.com/product/MHcG3C/dell-p2723d-270-2560x1440-60-hz-monitor-210-bdkg,,27,"2560,1440",60,,IPS,16:9
LG 24ML44B-B,https://pcpartpicker.com/product/KjTp99/lg-24ml44b-b-238-1920x1080-75-hz-monitor-24ml44b-b,142.99,23.8,"1920,1080",75,5,IPS,16:9
LG 29WP500-B,https://pcpartpicker.com/product/yMstt6/lg-29wp500-b-290-2560x1080-75-hz-monitor-29wp500-b,,29,"2560,1080",75,5,IPS,21:9
LG 32MP60G-B,https://pcpartpicker.com/product/YThFf7/lg-32mp60g-b-320-1920x1080-75-hz-monitor-32mp60g-b,,32,"1920,1080",75,5,IPS,16:9
MSI Optix G243,https://pcpartpicker.com/product/hFRYcf/msi-optix-238-1920x1080-165-hz-monitor-optix-g243,,23.8,"1920,1080",165,,VA,16:9
MSI Optix G251F,https://pcpartpicker.com/product/vdytt6/msi-optix-245-1920x1080-165-hz-monitor-optix-g251f,,24.5,"1920,1080",165,1,IPS,16:9
MSI Modern MD271PW,https://pcpartpicker.com/product/bgFbt6/msi-modern-md271pw-270-1920x1080-75-hz-monitor-modern-md271pw,,27,"1920,1080",75,,IPS,16:9
MSI PRO MP242,https://pcpartpicker.com/product/3sBG3C/msi-pro-mp242-238-1920x1080-75-hz-monitor-pro-mp242,164.99,23.8,"1920,1080",75,,IPS,16:9
MSI Pro MP242C,https://pcpartpicker.com/product/wbH7YJ/msi-pro-mp242c-236-1920x1080-75-hz-curved-monitor-pro-mp242c,159.99,23.6,"1920,1080",75,5,VA,16:9
ViewSonic VG2440,https://pcpartpicker.com/product/Kj2WGX/viewsonic-vg2440-240-1920x1080-60-hz-monitor-vg2440,163.99,24,"1920,1080",60,5,VA,16:9
ViewSonic VG2748A,https://pcpartpicker.com/product/dvFbt6/viewsonic-vg2748a-270-1920x1080-monitor-vg2748a,238.95,27,"1920,1080",,5,IPS,16:9
ViewSonic VP2768a-4K,https://pcpartpicker.com/product/yLpzK8/viewsonic-vp2768a-4k-270-3840x2160-monitor-vp2768a-4k,638.99,27,"3840,2160",,6,IPS,16:9
Asus ROG Strix XG27AQM,https://pcpartpicker.com/product/XWfnTW/asus-rog-strix-xg27aqm-270-2560x1440-270-hz-monitor-90lm06u5-b013b0,,27,"2560,1440",270,0.5,IPS,16:9
Asus VP249QGR,https://pcpartpicker.com/product/zYxRsY/asus-vp249qgr-238-1920x1080-144-hz-monitor-90lm03l0-b021b0,,23.8,"1920,1080",144,,IPS,16:9
Lenovo ThinkVision S28u-10,https://pcpartpicker.com/product/8wqPxr/lenovo-thinkvision-s28u-10-280-3840-x-2160-60-hz-monitor-61e6gar2us,,28,"3840,2160",60,4,IPS,16:9
Acer V247Y,https://pcpartpicker.com/product/xcBG3C/acer-v247y-238-1920-x-1080-75-hz-monitor-umqv7aa004,179.99,23.8,"1920,1080",75,,IPS,16:9
Acer ED240Q bi,https://pcpartpicker.com/product/KYD7YJ/acer-ed240q-bi-236-1920-x-1080-75-hz-curved-monitor-umue0aa001,,23.6,"1920,1080",75,,VA,16:9
Acer B227Q A,https://pcpartpicker.com/product/3R92FT/acer-b227q-a-215-1920-x-1080-75-hz-monitor-umwb7aaa01,221.99,21.5,"1920,1080",75,,VA,16:9
Acer V226HQL Bbmipx,https://pcpartpicker.com/product/ttBG3C/acer-v226hql-bbmipx-215-1920-x-1080-60-hz-monitor-umwv6aab14,,21.5,"1920,1080",60,,TN,16:9
Sceptre NEBULA,https://pcpartpicker.com/product/7ypQzy/sceptre-nebula-385-2560-x-1440-165-hz-curved-monitor-c408b-qwn168w,,38.5,"2560,1440",165,,VA,16:9
MSI G253PF,https://pcpartpicker.com/product/cDwmP6/msi-g253pf-245-1920-x-1080-380-hz-monitor-g253pf,,24.5,"1920,1080",380,1,IPS,16:9
Samsung Odyssey G5,https://pcpartpicker.com/product/sprqqs/samsung-odyssey-g5-270-2560-x-1440-144-hz-curved-monitor-lc27g55tqbmxue,,27,"2560,1440",144,,VA,16:9
Samsung Odyssey Neo G75NB,https://pcpartpicker.com/product/R44Zxr/samsung-odyssey-neo-g75nb-320-3840-x-2160-165-hz-curved-monitor-ls32bg750nuxxu,,32,"3840,2160",165,1,VA Mini LED,16:9
Samsung LS32BG850NMXUE,https://pcpartpicker.com/product/xfhv6h/samsung-ls32bg850nmxue-320-3840-x-2160-240-hz-curved-monitor-ls32bg850nmxue,,32,"3840,2160",240,1,,16:9
LG 27GR95QR-B,https://pcpartpicker.com/product/gkjRsY/lg-27gr95qr-b-265-2560-x-1440-240-hz-monitor-27gr95qr-b,,26.5,"2560,1440",240,0.03,OLED,16:9
Gigabyte M27U SA,https://pcpartpicker.com/product/dTJp99/gigabyte-m27u-sa-270-3840-x-2160-160-hz-monitor-m27u-sa,,27,"3840,2160",160,,IPS,16:9
iiyama ProLite XUB2595WSU-B1,https://pcpartpicker.com/product/FQwmP6/iiyama-prolite-xub2595wsu-b1-250-1920-x-1200-75-hz-monitor-xub2595wsu-b1,,25,"1920,1200",75,4,IPS,16:10
AOC AGON Pro AG344UXM,https://pcpartpicker.com/product/RwjRsY/aoc-agon-pro-ag344uxm-340-3440-x-1440-170-hz-monitor-ag344uxm,,34,"3440,1440",170,1,IPS Mini LED,21:9
MSI G2412V,https://pcpartpicker.com/product/Pdqrxr/msi-g2412v-238-1920-x-1080-100-hz-monitor-g2412v,,23.8,"1920,1080",100,,IPS,16:9
Acer Vero B7 B247Y E,https://pcpartpicker.com/product/hZJp99/acer-vero-b7-b247y-e-238-1920-x-1080-100-hz-monitor-umqb7aae01,,23.8,"1920,1080",100,4,,16:9
AOC C32V3H,https://pcpartpicker.com/product/vhFbt6/aoc-c32v3h-315-1920-x-1080-75-hz-curved-monitor-c32v3h,,31.5,"1920,1080",75,4,VA,16:9
AOC CU32V3,https://pcpartpicker.com/product/JmpzK8/aoc-cu32v3-315-3840-x-2160-60-hz-curved-monitor-cu32v3,,31.5,"3840,2160",60,4,VA,16:9
BenQ EX3210R,https://pcpartpicker.com/product/MmpzK8/benq-ex3210r-315-2560-x-1440-165-hz-monitor-ex3210r,,31.5,"2560,1440",165,,VA,16:9
Dell DELL-E2218HN,https://pcpartpicker.com/product/KZxxFT/dell-dell-e2218hn-215-1920-x-1080-60-hz-monitor-dell-e2218hn,,21.5,"1920,1080",60,,TN,16:9
HP P34hc G4,https://pcpartpicker.com/product/w6hFf7/hp-p34hc-g4-340-3440-x-1440-100-hz-curved-monitor-21y56aaaba,494,34,"3440,1440",100,5,VA,21:9
HP Z24q G3,https://pcpartpicker.com/product/NbM48d/hp-z24q-g3-238-2560-x-1440-90-hz-monitor-4q8n4aaaba,,23.8,"2560,1440",90,5,IPS,16:9
HP P22h G5,https://pcpartpicker.com/product/vxYRsY/hp-p22h-g5-215-1920-x-1080-75-hz-monitor-64w30aaaba,181.99,21.5,"1920,1080",75,5,IPS,16:9
HP V27i,https://pcpartpicker.com/product/TNrYcf/hp-v27i-270-1920-x-1080-monitor-9sv92aaaba,,27,"1920,1080",,5,IPS,16:9
Lenovo ThinkCentre TIO Flex 22i,https://pcpartpicker.com/product/jzYRsY/lenovo-thinkcentre-tio-flex-22i-215-1920-x-1080-60-hz-monitor-12blmar6us,,21.5,"1920,1080",60,4,IPS,16:9
Lenovo L22e-30,https://pcpartpicker.com/product/7ynypg/lenovo-l22e-30-215-1920-x-1080-75-hz-monitor-66cbkcc1us,,21.5,"1920,1080",75,4,VA,16:9
MSI G242C,https://pcpartpicker.com/product/dVwmP6/msi-g242c-236-1920-x-1080-170-hz-curved-monitor-g242c,,23.6,"1920,1080",170,,VA,16:9
MSI Optix G274CV,https://pcpartpicker.com/product/mnYmP6/msi-optix-g274cv-270-1920-x-1080-75-hz-curved-monitor-optix-g274cv,,27,"1920,1080",75,,VA,16:9
Philips 242B1H,https://pcpartpicker.com/product/rqt9TW/philips-242b1h-238-1920-x-1080-75-hz-monitor-242b1h,,23.8,"1920,1080",75,4,IPS,16:9
Planar PXN2400,https://pcpartpicker.com/product/vCTzK8/planar-pxn2400-238-1920-x-1080-60-hz-monitor-998-2121-00,131.99,23.8,"1920,1080",60,5,IPS,16:9
Samsung FT400,https://pcpartpicker.com/product/Lf8bt6/samsung-ft400-235-1920-x-1080-60-hz-monitor-f24t400fhn,,23.5,"1920,1080",60,4,IPS,16:9
Samsung M80C,https://pcpartpicker.com/product/yKn9TW/samsung-m80c-270-3840-x-2160-60-hz-monitor-ls27cm80punxza,,27,"3840,2160",60,4,VA,16:9
Samsung M70B,https://pcpartpicker.com/product/VP4Ycf/samsung-m70b-320-3840-x-2160-60-hz-monitor-ls32bm702unxgo,,32,"3840,2160",60,4,VA,16:9
ViewSonic VX2416,https://pcpartpicker.com/product/v3FmP6/viewsonic-vx2416-238-1920-x-1080-100-hz-monitor-vx2416,,23.8,"1920,1080",100,,IPS,16:9
ViewSonic OMNI VX2428,https://pcpartpicker.com/product/rpn9TW/viewsonic-omni-vx2428-238-1920-x-1080-180-hz-monitor-vx2428-180hz,,23.8,"1920,1080",180,,IPS,16:9
Acer Nitro XV272U RV,https://pcpartpicker.com/product/7gFmP6/acer-nitro-xv272u-rv-270-2560-x-1440-170-hz-monitor-umhx2aav06,,27,"2560,1440",170,1,IPS,16:9
Acer XZ323QU X3,https://pcpartpicker.com/product/QkXV3C/acer-xz323qu-x3-315-2560-x-1440-240-hz-curved-monitor-umjx3aa301,,31.5,"2560,1440",240,1,VA,16:9
Acer Predator XB283K KV,https://pcpartpicker.com/product/CTgrxr/acer-predator-xb283k-kv-280-3840-x-2160-144-hz-monitor-umpx3eev01,,28,"3840,2160",144,1,IPS,16:9
LG UltraFine,https://pcpartpicker.com/product/ZcKscf/lg-ultrafine-315-3840-x-2160-60-hz-monitor-32uq850v-w,,31.5,"3840,2160",60,5,IPS,16:9
HP Series 7 Pro 732pk,https://pcpartpicker.com/product/zDgrxr/hp-series-7-pro-732pk-315-3840-x-2160-60-hz-monitor-8y2k9aaaba,1182,31.5,"3840,2160",60,5,IPS,16:9
MSI MAG 274QRF QD E2,https://pcpartpicker.com/product/WGCZxr/msi-mag-274qrf-qd-e2-270-2560-x-1440-180-hz-monitor-mag-274qrf-qd-e2-monster-hunter-edition,,27,"2560,1440",180,,IPS,16:9
HP 724pf,https://pcpartpicker.com/product/QfWJ7P/hp-724pf-238-1920-x-1080-100-hz-monitor-8x530aaaba,279.94,23.8,"1920,1080",100,5,IPS,16:9
Pixio PX248 PRO,https://pcpartpicker.com/product/pJLdnQ/pixio-px248-pro-240-1920-x-1080-165-hz-monitor-px248pro,,24,"1920,1080",165,1,IPS,16:9
MSI MAG ARTYMIS 242C,https://pcpartpicker.com/product/rm8Pxr/msi-mag-artymis-242c-236-1920-x-1080-165-hz-curved-monitor-mag-artymis-242c,,23.6,"1920,1080",165,,VA,16:9
Eizo EV2457,https://pcpartpicker.com/product/d3bypg/eizo-ev2457-241-1920-x-1200-60-hz-monitor-ev2457-bk,,24.1,"1920,1200",60,5,IPS,16:10
Acer XV340CK Pbmiipphzx,https://pcpartpicker.com/product/mDH8TW/acer-xv340ck-pbmiipphzx-340-3440x1440-144-hz-monitor-xv340ck-pbmiipphzx,,34,"3440,1440",144,,IPS,21:9
Acer UM.HXXEE.305,https://pcpartpicker.com/product/377scf/acer-umhxxee305-270-3840-x-2160-160-hz-monitor-umhxxee305,,27,"3840,2160",160,1,IPS Mini LED,16:9
Asus ROG Swift PG32UQ,https://pcpartpicker.com/product/MWC48d/asus-rog-swift-pg32uq-320-3840x2160-144-hz-monitor-pg32uq,655.4,32,"3840,2160",144,,IPS,16:9
Acer Nitro XV273K Pbmiipphzx,https://pcpartpicker.com/product/HRkWGX/acer-nitro-xv273k-pbmiipphzx-270-3840x2160-144-hz-monitor-umhx3aap02,,27,"3840,2160",144,,IPS,16:9
Lenovo Y44w-10,https://pcpartpicker.com/product/g92bt6/lenovo-y44w-10-434-3840x1200-120-hz-monitor-65earac1us,790.99,43.4,"3840,1200",120,4,VA,16:5
