name,part_url,color,cas_latency,manufacturer,part_number,form_factor,is_ecc,is_registered,modules_count,modules_size,memory_type,frequency
Samsung M393B1G70DB0-YK0 8 GB,https://pcpartpicker.com/product/HLc48d/samsung-8gb-1-x-8gb-registered-ddr3-1600-memory-m393b1g70db0-yk0,Green / Black,11.0,Samsung,M393B1G70DB0-YK0,240-pin DIMM (DDR3),True,True,1,8,DDR3,1600.0
Kingston HyperX Fury 8 GB,https://pcpartpicker.com/product/krprxr/kingston-hyperx-fury-8gb-1-x-8gb-ddr4-2666-memory-hx426c16fb28,Black / Silver,16.0,Kingston,HX426C16FB2/8,288-pin DIMM (DDR4),False,False,1,8,DDR4,2666.0
ADATA XPG SPECTRIX D41 16 GB,https://pcpartpicker.com/product/krPKHx/adata-xpg-spectrix-d41-16gb-2-x-8gb-ddr4-3000-memory-ax4u300038g16-dt41,Black,16.0,ADATA,AX4U300038G16-DT41,288-pin DIMM (DDR4),False,False,2,8,DDR4,3000.0
Corsair Vengeance RGB Pro 32 GB,https://pcpartpicker.com/product/phJtt6/corsair-vengeance-rgb-pro-32gb-2-x-16gb-ddr4-3000-memory-cmw32gx4m2c3000c15w,White,15.0,Corsair,CMW32GX4M2C3000C15W,288-pin DIMM (DDR4),False,False,2,16,DDR4,3000.0
Corsair Vengeance LPX 64 GB,https://pcpartpicker.com/product/v99tt6/corsair-vengeance-lpx-64-gb-2-x-32-gb-ddr4-2666-memory-cmk64gx4m2a2666c16,Black / Yellow,16.0,Corsair,CMK64GX4M2A2666C16,288-pin DIMM (DDR4),False,False,2,32,DDR4,2666.0
Corsair Vengeance LPX 64 GB,https://pcpartpicker.com/product/wmqBD3/corsair-vengeance-lpx-64-gb-2-x-32-gb-ddr4-3000-memory-cmk64gx4m2d3000c16,Black / Yellow,16.0,Corsair,CMK64GX4M2D3000C16,288-pin DIMM (DDR4),False,False,2,32,DDR4,3000.0
TEAMGROUP T-Force Vulcan Z 16 GB,https://pcpartpicker.com/product/jzbwrH/team-t-force-vulcan-z-16-gb-1-x-16-gb-ddr4-3200-memory-tlzgd416g3200hc16c01,Black,16.0,TEAMGROUP,TLZGD416G3200HC16C01,288-pin DIMM (DDR4),False,False,1,16,DDR4,3200.0
TEAMGROUP T-Force Vulcan Z 8 GB,https://pcpartpicker.com/product/pTdxFT/team-t-force-vulcan-z-8-gb-1-x-8-gb-ddr4-3200-memory-tlzrd48g3200hc16c01,Red,16.0,TEAMGROUP,TLZRD48G3200HC16C01,288-pin DIMM (DDR4),False,False,1,8,DDR4,3200.0
Crucial Ballistix Elite 32 GB,https://pcpartpicker.com/product/ytJmP6/crucial-ballistix-elite-32-gb-4-x-8-gb-ddr4-4000-memory-ble4k8g4d40beeak,Black,18.0,Crucial,BLE4K8G4D40BEEAK,288-pin DIMM (DDR4),False,False,4,8,DDR4,4000.0
TEAMGROUP T-Force Delta RGB 32 GB,https://pcpartpicker.com/product/8D3mP6/team-t-force-delta-rgb-32-gb-2-x-16-gb-ddr4-3200-memory-tf4d432g3200hc16cdc01,White / Silver,16.0,TEAMGROUP,TF4D432G3200HC16CDC01,288-pin DIMM (DDR4),False,False,2,16,DDR4,3200.0
ADATA XPG GAMMIX D30 32 GB,https://pcpartpicker.com/product/dkJmP6/adata-xpg-gammix-d30-32-gb-2-x-16-gb-ddr4-3000-memory-ax4u3000316g16-dr30,Silver / Red,16.0,ADATA,AX4U3000316G16-DR30,288-pin DIMM (DDR4),False,False,2,16,DDR4,3000.0
Patriot Viper 4 32 GB,https://pcpartpicker.com/product/hLdrxr/patriot-viper-4-32-gb-2-x-16-gb-ddr4-3200-memory-pv432g320c6k,Red / Black,16.0,Patriot,PV432G320C6K,288-pin DIMM (DDR4),False,False,2,16,DDR4,3200.0
OLOy MD4U163016CJSA 16 GB,https://pcpartpicker.com/product/hBhmP6/oloy-16-gb-1-x-16-gb-ddr4-3000-memory-md4u163016cjsa,Black,16.0,OLOy,MD4U163016CJSA,288-pin DIMM (DDR4),False,False,1,16,DDR4,3000.0
TEAMGROUP Team T-FORCE VULCAN Z 64GB (2 x 32GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model TLZRD464G3000HC16CDC01 64 GB,https://pcpartpicker.com/product/Yk7p99/team-t-force-vulcan-z-64-gb-2-x-32-gb-ddr4-3000-memory-tlzrd464g3000hc16cdc01,Red,16.0,TEAMGROUP,TLZRD464G3000HC16CDC01,288-pin DIMM (DDR4),False,False,2,32,DDR4,3000.0
G.Skill Ripjaws V 256 GB,https://pcpartpicker.com/product/bDpmP6/gskill-ripjaws-v-256-gb-8-x-32-gb-ddr4-3200-cl14-memory-f4-3200c14q2-256gvk,Black,14.0,G.Skill,F4-3200C14Q2-256GVK,288-pin DIMM (DDR4),False,False,8,32,DDR4,3200.0
TEAMGROUP T-Force Zeus 32 GB,https://pcpartpicker.com/product/W7VG3C/team-t-force-zeus-32-gb-2-x-16-gb-ddr4-3200-cl20-memory-ttzd432g3200hc20dc01,Red,20.0,TEAMGROUP,TTZD432G3200HC20DC01,288-pin DIMM (DDR4),False,False,2,16,DDR4,3200.0
G.Skill Ripjaws V 64 GB,https://pcpartpicker.com/product/6Rnypg/gskill-ripjaws-v-64-gb-2-x-32-gb-ddr4-4266-cl19-memory-f4-4266c19d-64gvk,Black,19.0,G.Skill,F4-4266C19D-64GVK,288-pin DIMM (DDR4),False,False,2,32,DDR4,4266.0
Corsair Dominator Platinum RGB 32 GB,https://pcpartpicker.com/product/nsM48d/corsair-dominator-platinum-rgb-32-gb-2-x-16-gb-ddr4-4000-cl16-memory-cmt32gx4m2z4000c16,Black,16.0,Corsair,CMT32GX4M2Z4000C16,288-pin DIMM (DDR4),False,False,2,16,DDR4,4000.0
Kingston FURY Renegade 16 GB,https://pcpartpicker.com/product/RYD7YJ/kingston-fury-renegade-16-gb-2-x-8-gb-ddr4-2666-cl13-memory-kf426c13rbk216,Black,13.0,Kingston,KF426C13RBK2/16,288-pin DIMM (DDR4),False,False,2,8,DDR4,2666.0
G.Skill Trident Z5 RGB 32 GB,https://pcpartpicker.com/product/fYFbt6/gskill-trident-z5-rgb-32-gb-2-x-16-gb-ddr5-6600-cl34-memory-f5-6600j3440g16ga2-tz5rk,Black,34.0,G.Skill,F5-6600J3440G16GA2-TZ5RK,288-pin DIMM (DDR5),False,False,2,16,DDR5,6600.0
Kingston FURY Beast RGB 32 GB,https://pcpartpicker.com/product/pPpzK8/kingston-fury-beast-rgb-32-gb-4-x-8-gb-ddr4-3600-cl17-memory-kf436c17bbak432,Black / Silver,17.0,Kingston,KF436C17BBAK4/32,288-pin DIMM (DDR4),False,False,4,8,DDR4,3600.0
PNY XLR8 32 GB,https://pcpartpicker.com/product/rTkWGX/pny-xlr8-32-gb-2-x-16-gb-ddr4-3600-cl18-memory-md32gk2d4360018lp,Black,18.0,PNY,MD32GK2D4360018LP,288-pin DIMM (DDR4),False,False,2,16,DDR4,3600.0
Gigabyte AORUS RGB 16 GB,https://pcpartpicker.com/product/3kYmP6/gigabyte-aorus-rgb-16-gb-2-x-8-gb-ddr4-3333-cl18-memory-gp-ars16g33,Gray,18.0,Gigabyte,GP-ARS16G33,288-pin DIMM (DDR4),False,False,2,8,DDR4,3333.0
V-Color Prism Pro 32 GB,https://pcpartpicker.com/product/RPC48d/v-color-prism-pro-32-gb-2-x-16-gb-ddr4-3600-cl18-memory-tl1636818a-e6prkwk,Black,18.0,V-Color,TL1636818A-E6PRKWK,288-pin DIMM (DDR4),False,False,2,16,DDR4,3600.0
TEAMGROUP T-Force Xtreem ARGB 16 GB,https://pcpartpicker.com/product/twfnTW/teamgroup-t-force-xtreem-argb-16-gb-2-x-8-gb-ddr4-5333-cl22-memory-tf13d416g5333hc22adc01,White,22.0,TEAMGROUP,TF13D416G5333HC22ADC01,288-pin DIMM (DDR4),False,False,2,8,DDR4,5333.0
ADATA XPG SPECTRIX D50 32 GB,https://pcpartpicker.com/product/p9kWGX/adata-xpg-spectrix-d50-32-gb-4-x-8-gb-ddr4-3200-cl16-memory-ax4u32008g16a-qctg50,Black,16.0,ADATA,AX4U32008G16A-QCTG50,288-pin DIMM (DDR4),False,False,4,8,DDR4,3200.0
Mushkin Redline 16 GB,https://pcpartpicker.com/product/R2JgXL/mushkin-redline-16-gb-2-x-8-gb-ddr4-3600-cl14-memory-mrc4e320ejjp8gx2,Black,14.0,Mushkin,MRC4E320EJJP8GX2,288-pin DIMM (DDR4),True,False,2,8,DDR4,3600.0
Mushkin Redline 32 GB,https://pcpartpicker.com/product/7mwypg/mushkin-redline-32-gb-2-x-16-gb-ddr4-3600-cl16-memory-mrd4e360gkkp16gx2,White,16.0,Mushkin,MRD4E360GKKP16GX2,288-pin DIMM (DDR4),True,False,2,16,DDR4,3600.0
Patriot Signature Line 16 GB,https://pcpartpicker.com/product/2NrYcf/patriot-signature-line-16-gb-1-x-16-gb-ddr4-2666-cl19-memory-psd416g266681,Black,19.0,Patriot,PSD416G266681,288-pin DIMM (DDR4),False,False,1,16,DDR4,2666.0
Silicon Power SP001GBRDE400O01 1 GB,https://pcpartpicker.com/product/DrZ9TW/silicon-power-sp001gbrde400o01-1-gb-1-x-1-gb-registered-ddr-400-cl25-memory-sp001gbrde400o01,,2.5,Silicon Power,SP001GBRDE400O01,184-pin DIMM (DDR),False,True,1,1,,
Corsair Vengeance 64 GB,https://pcpartpicker.com/product/xBNxFT/corsair-vengeance-64-gb-4-x-16-gb-ddr5-5600-cl36-memory-cmk64gx5m4b5600c36,Gray,36.0,Corsair,CMK64GX5M4B5600C36,288-pin DIMM (DDR5),False,False,4,16,DDR5,5600.0
Kingston FURY Beast 16 GB,https://pcpartpicker.com/product/yNQKHx/kingston-fury-beast-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-rfbb4-32c16k216,Black / Silver,16.0,Kingston,RFBB4-32C16K2/16,288-pin DIMM (DDR4),False,False,2,8,DDR4,3200.0
OLOy Blade RGB 16 GB,https://pcpartpicker.com/product/HdM48d/oloy-blade-rgb-16-gb-2-x-8-gb-ddr4-3600-cl18-memory-nd4u0836182brwde,White,18.0,OLOy,ND4U0836182BRWDE,288-pin DIMM (DDR4),False,False,2,8,DDR4,3600.0
Timetec 75TT16NUL2R8-8GK2 16 GB,https://pcpartpicker.com/product/33RwrH/timetec-75tt16nul2r8-8gk2-16-gb-2-x-8-gb-ddr3-1600-cl11-memory-75tt16nul2r8-8gk2,Green,11.0,Timetec,75TT16NUL2R8-8GK2,240-pin DIMM (DDR3),False,False,2,8,DDR3,1600.0
Lexar Ares RGB 32 GB,https://pcpartpicker.com/product/DgQKHx/lexar-ares-rgb-32-gb-2-x-16-gb-ddr5-5600-cl32-memory-ld5au016g-r5600gdga,Black,32.0,Lexar,LD5AU016G-R5600GDGA,288-pin DIMM (DDR5),False,False,2,16,DDR5,5600.0
TEAMGROUP Elite 16 GB,https://pcpartpicker.com/product/tQKscf/teamgroup-elite-16-gb-2-x-8-gb-ddr5-5600-cl46-memory-ted516g5600c46dc01,Black,46.0,TEAMGROUP,TED516G5600C46DC01,288-pin DIMM (DDR5),False,False,2,8,DDR5,5600.0
ADATA XPG GAMMIX D10 16 GB,https://pcpartpicker.com/product/gKQKHx/adata-xpg-gammix-d10-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-ax4u32008g16a-dw10,White,16.0,ADATA,AX4U32008G16A-DW10,288-pin DIMM (DDR4),False,False,2,8,DDR4,3200.0
Acer Predator Hermes RGB 32 GB,https://pcpartpicker.com/product/6LTZxr/acer-predator-hermes-rgb-32-gb-2-x-16-gb-ddr5-6800-cl32-memory-bl9bwwr400,Black,32.0,Acer,BL.9BWWR.400|HERMES-32GB-6800-1R8-V5,288-pin DIMM (DDR5),False,False,2,16,DDR5,6800.0
V-Color TRA548G64D832Q 192 GB,https://pcpartpicker.com/product/TpwmP6/v-color-tra548g64d832q-192-gb-4-x-48-gb-registered-ddr5-6400-cl32-memory-tra548g64d832q,White,32.0,V-Color,TRA548G64D832Q,288-pin DIMM (DDR5),True,True,4,48,DDR5,6400.0
Biwin Black Opal HX100 32 GB,https://pcpartpicker.com/product/MQPv6h/biwin-black-opal-hx100-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-b5hx100326030er2g-bs001,Silver,30.0,Biwin,B5HX100326030ER2G-BS001,288-pin DIMM (DDR5),False,False,2,16,DDR5,6000.0
Klevv BOLT V 32 GB,https://pcpartpicker.com/product/Lnjv6h/klevv-bolt-v-32-gb-2-x-16-gb-ddr5-6000-cl28-memory-kd5agua80-60b280i,White,28.0,Klevv,KD5AGUA80-60B280I,288-pin DIMM (DDR5),False,False,2,16,DDR5,6000.0
G.Skill Trident Z5 RGB 32 GB,https://pcpartpicker.com/product/DVy8TW/gskill-trident-z5-rgb-32-gb-2-x-16-gb-ddr5-7200-cl34-memory-f5-7200j3445g16gx2-tz5rw,Black / White,34.0,G.Skill,F5-7200J3445G16GX2-TZ5RW,288-pin DIMM (DDR5),False,False,2,16,DDR5,7200.0
Crucial CT16G4SFD8266 16 GB,https://pcpartpicker.com/product/qVF48d/crucial-16gb-1-x-16gb-ddr4-2666-memory-ct16g4sfd8266,Green / Black,19.0,Crucial,CT16G4SFD8266,260-pin SODIMM (DDR4),False,False,1,16,DDR4,2666.0
G.Skill Ripjaws 32 GB,https://pcpartpicker.com/product/zbV2FT/gskill-ripjaws-32-gb-2-x-16-gb-ddr5-5600-sodimm-cl40-memory-f5-5600s4040a16gx2-rs,Black / White,40.0,G.Skill,F5-5600S4040A16GX2-RS,262-pin SODIMM (DDR5),False,False,2,16,DDR5,5600.0
G.Skill Trident Z5 RGB 32 GB,https://pcpartpicker.com/product/hCWzK8/gskill-trident-z5-rgb-32-gb-2-x-16-gb-ddr5-6600-cl34-memory-f5-6600j3440g16gx2-tz5rk,Black,34.0,G.Skill,F5-6600J3440G16GX2-TZ5RK,288-pin DIMM (DDR5),False,False,2,16,DDR5,6600.0
PNY MN32GSD43200-TB 32 GB,https://pcpartpicker.com/product/XVgZxr/pny-mn32gsd43200-tb-32-gb-1-x-32-gb-ddr4-3200-sodimm-cl22-memory-mn32gsd43200-tb,Black,22.0,PNY,MN32GSD43200-TB,260-pin SODIMM (DDR4),False,False,1,32,DDR4,3200.0
G.Skill Ripjaws M5 RGB 96 GB,https://pcpartpicker.com/product/C6Jp99/gskill-ripjaws-m5-rgb-96-gb-2-x-48-gb-ddr5-5200-cl40-memory-f5-5200j4040a48gx2-rm5rk,Black,40.0,G.Skill,F5-5200J4040A48GX2-RM5RK,288-pin DIMM (DDR5),False,False,2,48,DDR5,5200.0
G.Skill Zeta R5 Neo 64 GB,https://pcpartpicker.com/product/Yw26Mp/gskill-zeta-r5-neo-64-gb-4-x-16-gb-registered-ddr5-6000-cl30-memory-f5-6000r3036g16gq4-zr5nk,Black,30.0,G.Skill,F5-6000R3036G16GQ4-ZR5NK,288-pin DIMM (DDR5),True,True,4,16,DDR5,6000.0
G.Skill Ripjaws V 16 GB,https://pcpartpicker.com/product/8JfmP6/gskill-memory-f42800c15s16gvr,Red,15.0,G.Skill,F4-2800C15S-16GVR,288-pin DIMM (DDR4),False,False,1,16,DDR4,2800.0
Silicon Power XPOWER Zenith Gaming 32 GB,https://pcpartpicker.com/product/bKV2FT/silicon-power-xpower-zenith-gaming-32-gb-1-x-32-gb-ddr5-6000-cl30-memory-sp032gxlwu60afse,Black,30.0,Silicon Power,SP032GXLWU60AFSE,288-pin DIMM (DDR5),False,False,1,32,DDR5,6000.0
Silicon Power SP064GBSFU320X22 64 GB,https://pcpartpicker.com/product/zmbTwP/silicon-power-sp064gbsfu320x22-64-gb-1-x-64-gb-ddr4-3200-sodimm-cl22-memory-sp064gbsfu320x22,,22.0,Silicon Power,SP064GBSFU320X22,260-pin SODIMM (DDR4),False,False,1,64,DDR4,3200.0
TEAMGROUP TED34096M1600HC11 4 GB,https://pcpartpicker.com/product/ZwR48d/team-memory-ted34096m1600hc11,,11.0,TEAMGROUP,TED34096M1600HC11,240-pin DIMM (DDR3),False,False,1,4,DDR3,1600.0
TEAMGROUP Elite Plus 32 GB,https://pcpartpicker.com/product/pb7G3C/teamgroup-elite-plus-32-gb-2-x-16-gb-ddr5-5600-cl40-memory-tpbd532g5600hc46dc01,Black,40.0,TEAMGROUP,TPBD532G5600HC46DC01,288-pin DIMM (DDR5),False,False,2,16,DDR5,5600.0
Mushkin Redline 96 GB,https://pcpartpicker.com/product/4TTZxr/mushkin-redline-96-gb-2-x-48-gb-ddr5-4800-cl40-memory-mre5u480fggd48gx2,Black,40.0,Mushkin,MRE5U480FGGD48GX2,288-pin DIMM (DDR5),False,False,2,48,DDR5,4800.0
TEAMGROUP Xtreem 32 GB,https://pcpartpicker.com/product/8QbRsY/teamgroup-xtreem-32-gb-2-x-16-gb-ddr5-7600-cl36-memory-ffxd532g7600hc36fdc01,Black,36.0,TEAMGROUP,FFXD532G7600HC36FDC01,288-pin DIMM (DDR5),False,False,2,16,DDR5,7600.0
Kingston FURY Renegade 32 GB,https://pcpartpicker.com/product/n9mNnQ/kingston-fury-renegade-32-gb-2-x-16-gb-ddr5-8000-cl38-memory-kf580c38rsk2-32,Silver / Black,38.0,Kingston,KF580C38RSK2-32,288-pin DIMM (DDR5),False,False,2,16,DDR5,8000.0
Kingston FURY Renegade Pro 32 GB,https://pcpartpicker.com/product/ss4Zxr/kingston-fury-renegade-pro-32-gb-1-x-32-gb-registered-ddr5-6400-cl32-memory-kf564r32rb-32,Black,32.0,Kingston,KF564R32RB-32,288-pin DIMM (DDR5),True,True,1,32,DDR5,6400.0
G.Skill Trident Z5 Royal 48 GB,https://pcpartpicker.com/product/LsdG3C/gskill-trident-z5-royal-48-gb-2-x-24-gb-ddr5-8000-cl40-memory-f5-8000j4048f24gx2-tr5g,Gold,40.0,G.Skill,F5-8000J4048F24GX2-TR5G,288-pin DIMM (DDR5),False,False,2,24,DDR5,8000.0
G.Skill Ripjaws S5 32 GB,https://pcpartpicker.com/product/839nTW/gskill-ripjaws-s5-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-f5-6000j3648d16gx2-rs5k,Black,36.0,G.Skill,F5-6000J3648D16GX2-RS5K,288-pin DIMM (DDR5),False,False,2,16,DDR5,6000.0
Samsung M386B4G70DM0-YK0 32 GB,https://pcpartpicker.com/product/TZL7YJ/samsung-memory-m386b4g70dm0yk0,Silver,11.0,Samsung,M386B4G70DM0-YK0,240-pin DIMM (DDR3),True,True,1,32,DDR3,1600.0
Crucial CT16G3ERSLD4160B 16 GB,https://pcpartpicker.com/product/Pvg323/crucial-memory-ct16g3ersld4160b,Black / Green,11.0,Crucial,CT16G3ERSLD4160B,240-pin DIMM (DDR3),True,True,1,16,DDR3,1600.0
Kingston ValueRAM 64 GB,https://pcpartpicker.com/product/3FBv6h/kingston-memory-kvr16r11d4k464i,Green,11.0,Kingston,KVR16R11D4K4/64I,240-pin DIMM (DDR3),True,True,4,16,DDR3,1600.0
Corsair Vengeance Performance 16 GB,https://pcpartpicker.com/product/TVF48d/corsair-vengeance-performance-16gb-1-x-16gb-ddr4-2400-memory-cmsx16gx4m1a2400c16,Black / Yellow,16.0,Corsair,CMSX16GX4M1A2400C16,260-pin SODIMM (DDR4),False,False,1,16,DDR4,2400.0
Kingston FURY Beast RGB 16 GB,https://pcpartpicker.com/product/XFNxFT/kingston-fury-beast-rgb-16-gb-1-x-16-gb-ddr5-5600-cl40-memory-kf560c40bba-16,Black,40.0,Kingston,KF560C40BBA-16,288-pin DIMM (DDR5),False,False,1,16,DDR5,5600.0
Kingston Server Premier 32 GB,https://pcpartpicker.com/product/TbWBD3/kingston-server-premier-32-gb-1-x-32-gb-registered-ddr4-2666-cl19-memory-ksm26rd432hdi,,19.0,Kingston,KSM26RD4/32HDI,288-pin DIMM (DDR4),True,True,1,32,DDR4,2666.0
Kingston FURY Beast RGB 32 GB,https://pcpartpicker.com/product/zYpzK8/kingston-fury-beast-rgb-32-gb-1-x-32-gb-ddr4-3200-cl16-memory-kf432c16bba32,Black / Silver,16.0,Kingston,KF432C16BBA/32,288-pin DIMM (DDR4),False,False,1,32,DDR4,3200.0
GOODRAM IRDM 64 GB,https://pcpartpicker.com/product/QQBzK8/goodram-irdm-64-gb-2-x-32-gb-ddr5-5600-cl30-memory-ir-5600d564l3064gdc,Black,30.0,GOODRAM,IR-5600D564L30/64GDC,288-pin DIMM (DDR5),False,False,2,32,DDR5,5600.0
Lexar LD4AS008G-R2666GSST 8 GB,https://pcpartpicker.com/product/dgNYcf/lexar-ld4as008g-r2666gsst-8-gb-1-x-8-gb-ddr4-2666-sodimm-cl19-memory-ld4as008g-r2666gsst,Black,19.0,Lexar,LD4AS008G-R2666GSST,260-pin SODIMM (DDR4),False,False,1,8,DDR4,2666.0
Kingston KVR13N9K2/16 16 GB,https://pcpartpicker.com/product/hNtCmG/kingston-memory-kvr13n9k216,Green,9.0,Kingston,KVR13N9K2/16,240-pin DIMM (DDR3),False,False,2,8,DDR3,1333.0
Kingston HyperX Fury RGB 32 GB,https://pcpartpicker.com/product/djK2FT/kingston-hyperx-fury-rgb-32-gb-2-x-16-gb-ddr4-3600-memory-hx436c17fb3ak232,Black / Silver,17.0,Kingston,HX436C17FB3AK2/32,288-pin DIMM (DDR4),False,False,2,16,DDR4,3600.0
Silicon Power XPOWER Zenith RGB Gaming 16 GB,https://pcpartpicker.com/product/XKfnTW/silicon-power-xpower-zenith-rgb-gaming-16-gb-1-x-16-gb-ddr4-3200-cl16-memory-sp016gxlzu320bsd,Black,16.0,Silicon Power,SP016GXLZU320BSD,288-pin DIMM (DDR4),False,False,1,16,DDR4,3200.0
Mushkin Redline 32 GB,https://pcpartpicker.com/product/VCstt6/mushkin-redline-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-mrf5u600dddm16gx2,Black,36.0,Mushkin,MRF5U600DDDM16GX2,288-pin DIMM (DDR5),False,False,2,16,DDR5,6000.0
Kingston FURY Beast 32 GB,https://pcpartpicker.com/product/Nxrqqs/kingston-fury-beast-32-gb-1-x-32-gb-ddr5-6000-cl40-memory-kf560c40bb-32,Black / Silver,40.0,Kingston,KF560C40BB-32,288-pin DIMM (DDR5),False,False,1,32,DDR5,6000.0
Corsair WS 256 GB,https://pcpartpicker.com/product/2Bn9TW/corsair-ws-256-gb-8-x-32-gb-registered-ddr5-5600-cl40-memory-cma256gx5m8b5600z40,Black / Green,40.0,Corsair,CMA256GX5M8B5600Z40,288-pin DIMM (DDR5),True,True,8,32,DDR5,5600.0
G.Skill Aegis 5 32 GB,https://pcpartpicker.com/product/2gNscf/gskill-aegis-5-32-gb-2-x-16-gb-ddr5-5600-cl36-memory-f5-5600j3636c16gx2-is,Black / Red,36.0,G.Skill,F5-5600J3636C16GX2-IS,288-pin DIMM (DDR5),False,False,2,16,DDR5,5600.0
G.Skill Ripjaws 4 GB,https://pcpartpicker.com/product/LTh9TW/gskill-memory-f312800cl9s4gbrl,Black / Red,9.0,G.Skill,F3-12800CL9S-4GBRL,240-pin DIMM (DDR3),False,False,1,4,DDR3,1600.0
G.Skill Ares 32 GB,https://pcpartpicker.com/product/Bk4gXL/gskill-memory-f32133c11q32gar,Black / Red,11.0,G.Skill,F3-2133C11Q-32GAR,240-pin DIMM (DDR3),False,False,4,8,DDR3,2133.0
Corsair Vengeance LED 32 GB,https://pcpartpicker.com/product/8dH48d/corsair-vengeance-led-32gb-4-x-8gb-ddr4-3000-memory-cmu32gx4m4c3000c15,Black / White,15.0,Corsair,CMU32GX4M4C3000C15,288-pin DIMM (DDR4),False,False,4,8,DDR4,3000.0
G.Skill Ripjaws V 32 GB,https://pcpartpicker.com/product/KMCD4D/gskill-ripjaws-v-32gb-2-x-16gb-ddr4-3000-memory-f4-3000c16d-32gvrb,Red,16.0,G.Skill,F4-3000C16D-32GVRB,288-pin DIMM (DDR4),False,False,2,16,DDR4,3000.0
TEAMGROUP T-Force Xtreem ARGB 16 GB,https://pcpartpicker.com/product/dGbCmG/team-t-force-xtreem-argb-16-gb-2-x-8-gb-ddr4-4000-memory-tf10d416g4000hc18jdc01,Black,18.0,TEAMGROUP,TF10D416G4000HC18JDC01,288-pin DIMM (DDR4),False,False,2,8,DDR4,4000.0
Crucial CT32G4DFD8266 32 GB,https://pcpartpicker.com/product/hyqBD3/crucial-32-gb-1-x-32-gb-ddr4-2666-memory-ct32g4dfd8266,Green / Black,19.0,Crucial,CT32G4DFD8266,288-pin DIMM (DDR4),False,False,1,32,DDR4,2666.0
Corsair Vengeance RGB Pro SL 64 GB,https://pcpartpicker.com/product/Dh2WGX/corsair-vengeance-rgb-pro-sl-64-gb-4-x-16-gb-ddr4-3200-cl16-memory-cmh64gx4m4e3200c16w,White,16.0,Corsair,CMH64GX4M4E3200C16W,288-pin DIMM (DDR4),False,False,4,16,DDR4,3200.0
G.Skill Flare X5 64 GB,https://pcpartpicker.com/product/vHwypg/gskill-flare-x5-64-gb-2-x-32-gb-ddr5-5200-cl36-memory-f5-5200j3636d32gx2-fx5,Black / White,36.0,G.Skill,F5-5200J3636D32GX2-FX5,288-pin DIMM (DDR5),False,False,2,32,DDR5,5200.0
Mushkin Enhanced Redline Stiletto 16 GB,https://pcpartpicker.com/product/hxXJ7P/mushkin-enhanced-redline-stiletto-16-gb-2-x-8-gb-ddr4-4000-cl18-memory-mrf4u400jnnm8gx2,Black,18.0,Mushkin,MRF4U400JNNM8GX2,288-pin DIMM (DDR4),False,False,2,8,DDR4,4000.0
G.Skill Trident Z5 Royal Neo 64 GB,https://pcpartpicker.com/product/Q2nXsY/gskill-trident-z5-royal-neo-64-gb-2-x-32-gb-ddr5-6000-cl28-memory-f5-6000j2836g32gx2-tr5ng,Gold,28.0,G.Skill,F5-6000J2836G32GX2-TR5NG,288-pin DIMM (DDR5),False,False,2,32,DDR5,6000.0
Crucial CT2KIT12864AA800 2 GB,https://pcpartpicker.com/product/gd7wrH/crucial-memory-ct2kit12864aa800,Green,6.0,Crucial,CT2KIT12864AA800,240-pin DIMM (DDR2),False,False,2,1,DDR2,800.0
Kingston ValueRAM 2 GB,https://pcpartpicker.com/product/LCQypg/kingston-memory-kvr1066d3n72g,Green,7.0,Kingston,KVR1066D3N7/2G,240-pin DIMM (DDR3),False,False,1,2,DDR3,1066.0
G.Skill Sniper Low Voltage 8 GB,https://pcpartpicker.com/product/d9DwrH/gskill-memory-f312800cl9d8gbsr2,Black / Red,9.0,G.Skill,F3-12800CL9D-8GBSR2,240-pin DIMM (DDR3),False,False,2,4,DDR3,1600.0
G.Skill Ripjaws X 32 GB,https://pcpartpicker.com/product/gX6BD3/gskill-memory-f312800cl10q32gbxl,Black / Red,10.0,G.Skill,F3-12800CL10Q-32GBXL,240-pin DIMM (DDR3),False,False,4,8,DDR3,1600.0
Kingston KVR13N9K3/24 24 GB,https://pcpartpicker.com/product/bm9KHx/kingston-memory-kvr13n9k324,Green,9.0,Kingston,KVR13N9K3/24,240-pin DIMM (DDR3),False,False,3,8,DDR3,1333.0
G.Skill Trident X 16 GB,https://pcpartpicker.com/product/Nc8Zxr/gskill-memory-f31866c8d16gtx,Black / Red,8.0,G.Skill,F3-1866C8D-16GTX,240-pin DIMM (DDR3),False,False,2,8,DDR3,1866.0
Patriot Signature 16 GB,https://pcpartpicker.com/product/4nbp99/patriot-memory-psd316g1600kh,Black,11.0,Patriot,PSD316G1600KH,240-pin DIMM (DDR3),False,False,2,8,DDR3,1600.0
PNY XLR8 16 GB,https://pcpartpicker.com/product/3kxfrH/pny-memory-md16384kd31600x9,,9.0,PNY,MD16384KD3-1600-X9,240-pin DIMM (DDR3),False,False,2,8,DDR3,1600.0
