name,part_url,core_count,core_clock,boost_clock,microarchitecture,tdp,graphics,manufacturer,part_number,socket,max_memory,ecc_support
Intel Core i5-10400,https://pcpartpicker.com/product/X8snTW/intel-core-i5-10400-29-ghz-6-core-processor-bx8070110400,6,2.9,4.3,Comet Lake,65,Intel UHD Graphics 630,Intel,BX8070110400,LGA1200,128.0,False
Intel Core i5-8400,https://pcpartpicker.com/product/LHYWGX/intel-core-i5-8400-28ghz-6-core-processor-bx80684i58400,6,2.8,4.0,Coffee Lake,65,Intel UHD Graphics 630,Intel,BX80684I58400,LGA1151,128.0,False
AMD Ryzen 7 1700X,https://pcpartpicker.com/product/9Q98TW/amd-ryzen-7-1700x-34ghz-8-core-processor-yd170xbcaewof,8,3.4,3.8,Zen,95,,AMD,YD170XBCAEWOF,AM4,,False
Intel Core i7-10700F,https://pcpartpicker.com/product/PCvqqs/intel-core-i7-10700f-29-ghz-8-core-processor-bx8070110700f,8,2.9,4.8,Comet Lake,65,,Intel,BX8070110700F,LGA1200,128.0,False
Intel Core i7-13700F,https://pcpartpicker.com/product/xz8bt6/intel-core-i7-13700f-21-ghz-16-core-processor-bx8071513700f,16,2.1,5.2,Raptor Lake,65,,Intel,BX8071513700F,LGA1700,192.0,True
AMD Athlon X2 340,https://pcpartpicker.com/product/VXK7YJ/amd-cpu-ad340xokhjbox,2,3.2,,Piledriver,65,,AMD,AD340XOKHJBOX,FM2,,False
AMD Ryzen 5 4600G,https://pcpartpicker.com/product/CNVmP6/amd-ryzen-5-4600g-37-ghz-6-core-processor-100-100000147box,6,3.7,4.2,Zen 2,65,Radeon Vega 7,AMD,100-100000147BOX,AM4,128.0,False
Intel Core i7-10700,https://pcpartpicker.com/product/dLK2FT/intel-core-i7-10700-29-ghz-8-core-processor-bx8070110700,8,2.9,4.8,Comet Lake,65,Intel UHD Graphics 630,Intel,BX8070110700,LGA1200,128.0,False
Intel Core i5-7500,https://pcpartpicker.com/product/QbGj4D/intel-core-i5-7500-34ghz-quad-core-processor-bx80677i57500,4,3.4,3.8,Kaby Lake,65,Intel HD Graphics 630,Intel,BX80677I57500,LGA1151,64.0,False
Intel Core i9-11900K,https://pcpartpicker.com/product/mDcG3C/intel-core-i9-11900k-35-ghz-8-core-processor-bx8070811900k,8,3.5,5.3,Rocket Lake,125,Intel UHD Graphics 750,Intel,BX8070811900K,LGA1200,128.0,False
Intel Core i3-12100,https://pcpartpicker.com/product/qrhFf7/intel-core-i3-12100-33-ghz-quad-core-processor-bx8071512100,4,3.3,4.3,Alder Lake,60,Intel UHD Graphics 730,Intel,BX8071512100,LGA1700,128.0,False
AMD Ryzen 5 3600XT,https://pcpartpicker.com/product/7sFKHx/amd-ryzen-5-3600xt-38-ghz-6-core-processor-100-100000281box,6,3.8,4.5,Zen 2,95,,AMD,100-100000281BOX,AM4,128.0,False
Intel Celeron G3930,https://pcpartpicker.com/product/WqVBD3/intel-celeron-g3930-29ghz-dual-core-processor-bx80677g3930,2,2.9,,Kaby Lake,51,Intel HD Graphics 610,Intel,BX80677G3930,LGA1151,64.0,True
Intel Core i7-4770,https://pcpartpicker.com/product/sCNp99/intel-cpu-bx80646i74770,4,3.4,3.9,Haswell,84,Intel HD Graphics 4600,Intel,BX80646I74770,LGA1150,,False
Intel Xeon E5-2699 V4,https://pcpartpicker.com/product/rd98TW/intel-cpu-cm8066002022506,22,2.2,3.6,Broadwell,145,,Intel,CM8066002022506,LGA2011-3,1536.0,True
Intel Xeon E5-2687W V4,https://pcpartpicker.com/product/YMbkcf/intel-cpu-bx80660e52687v4,12,3.0,3.5,Broadwell,160,,Intel,BX80660E52687V4,LGA2011-3,1536.0,True
Intel Core i7-6950X,https://pcpartpicker.com/product/GsL7YJ/intel-cpu-cm8067102055800,10,3.0,3.5,Broadwell,140,,Intel,CM8067102055800,LGA2011-3,,False
AMD EPYC 4585PX,https://pcpartpicker.com/product/BrnXsY/amd-epyc-4585px-43-ghz-16-core-processor-100-100001561wof,16,4.3,5.7,Zen 5,170,Radeon,AMD,100-100001561WOF,AM5,,True
Intel Core i7-11700F,https://pcpartpicker.com/product/QDcG3C/intel-core-i7-11700f-25-ghz-8-core-processor-bx8070811700f,8,2.5,4.9,Rocket Lake,65,,Intel,BX8070811700F,LGA1200,128.0,False
AMD Ryzen 7 2700,https://pcpartpicker.com/product/WPQG3C/amd-ryzen-7-2700-32ghz-8-core-processor-yd2700bbafbox,8,3.2,4.1,Zen+,65,,AMD,YD2700BBAFBOX,AM4,64.0,False
Intel Core i5-4690,https://pcpartpicker.com/product/r8W9TW/intel-cpu-bx80646i54690,4,3.5,3.9,Haswell Refresh,84,Intel HD Graphics 4600,Intel,BX80646I54690,LGA1150,,False
Intel Core i5-6600K,https://pcpartpicker.com/product/gx648d/intel-cpu-bx80662i56600k,4,3.5,3.9,Skylake,91,Intel HD Graphics 530,Intel,BX80662I56600K,LGA1151,,False
Intel Core i7-12700,https://pcpartpicker.com/product/XVRYcf/intel-core-i7-12700-21-ghz-12-core-processor-bx8071512700,12,2.1,4.9,Alder Lake,65,Intel UHD Graphics 770,Intel,BX8071512700,LGA1700,128.0,False
Intel Core Ultra 9 285,https://pcpartpicker.com/product/sQZWGX/intel-core-ultra-9-285-25-ghz-24-core-processor-bx80768285,24,2.5,5.6,Arrow Lake,65,Intel Xe,Intel,BX80768285,LGA1851,256.0,True
AMD Ryzen 3 3100,https://pcpartpicker.com/product/ndwkcf/amd-ryzen-3-3100-36-ghz-quad-core-processor-100-100000284box,4,3.6,3.9,Zen 2,65,,AMD,100-100000284BOX,AM4,128.0,False
Intel Core i9-13900KF,https://pcpartpicker.com/product/CgkWGX/intel-core-i9-13900kf-3-ghz-24-core-processor-bx8071513900kf,24,3.0,5.8,Raptor Lake,125,,Intel,BX8071513900KF|i7-13900KF,LGA1700,192.0,False
AMD Ryzen 5 3500X,https://pcpartpicker.com/product/T9CFf7/amd-ryzen-5-3500x-36-ghz-6-core-processor-100-000000158,6,3.6,4.1,Zen 2,65,,AMD,100-000000158,AM4,128.0,False
Intel Core i5-8600K,https://pcpartpicker.com/product/Mr2rxr/intel-core-i5-8600k-36ghz-6-core-processor-bx80684i58600k,6,3.6,4.3,Coffee Lake,95,Intel UHD Graphics 630,Intel,BX80684I58600K,LGA1151,128.0,False
Intel Core i7-14700,https://pcpartpicker.com/product/7rXV3C/intel-core-i7-14700-21-ghz-20-core-processor-bx8071514700,20,2.1,5.4,Raptor Lake Refresh,65,Intel UHD Graphics 770,Intel,BX8071514700,LGA1700,192.0,True
AMD Ryzen 9 3900XT,https://pcpartpicker.com/product/RwfFf7/amd-ryzen-9-3900xt-38-ghz-12-core-processor-100-100000277wof,12,3.8,4.7,Zen 2,105,,AMD,100-100000277WOF,AM4,128.0,False
Intel Core i3-13100F,https://pcpartpicker.com/product/9MGbt6/intel-core-i3-13100f-34-ghz-quad-core-processor-bx8071513100f,4,3.4,4.5,Raptor Lake,58,,Intel,BX8071513100F,LGA1700,192.0,False
Intel Core i7-3770,https://pcpartpicker.com/product/Vjzv6h/intel-cpu-bx80637i73770,4,3.4,,Ivy Bridge,77,Intel HD Graphics 4000,Intel,BX80637I73770,LGA1155,,False
Intel Core i7-9700,https://pcpartpicker.com/product/L6vbt6/intel-core-i7-9700-3-ghz-8-core-processor-bx80684i79700,8,3.0,4.7,Coffee Lake Refresh,65,Intel HD Graphics 630,Intel,BX80684I79700,LGA1151,128.0,False
Intel Core i9-10850K,https://pcpartpicker.com/product/nGFKHx/intel-core-i9-10850k-36-ghz-10-core-processor-bx8070110850k,10,3.6,5.2,Comet Lake,125,Intel UHD Graphics 630,Intel,BX8070110850K,LGA1200,128.0,False
Intel Core i5-11600K,https://pcpartpicker.com/product/RK3gXL/intel-core-i5-11600k-39-ghz-6-core-processor-bx8070811600k,6,3.9,4.9,Rocket Lake,125,Intel UHD Graphics 750,Intel,BX8070811600K,LGA1200,128.0,False
Intel Core i5-12500,https://pcpartpicker.com/product/hvC48d/intel-core-i5-12500-3-ghz-6-core-processor-bx8071512500,6,3.0,4.6,Alder Lake,65,Intel UHD Graphics 770,Intel,BX8071512500,LGA1700,128.0,False
Intel Core i7-4790,https://pcpartpicker.com/product/94MTwP/intel-core-i7-4790-36-ghz-quad-core-oemtray-processor-cm8064601560113,4,3.6,4.0,Haswell Refresh,84,Intel HD Graphics 4600,Intel,CM8064601560113,LGA1150,,False
Intel Core i7-4770K,https://pcpartpicker.com/product/yT2kcf/intel-cpu-bx80646i74770k,4,3.5,3.9,Haswell,84,Intel HD Graphics 4600,Intel,BX80646I74770K,LGA1150,,False
Intel Core i5-11400,https://pcpartpicker.com/product/92VmP6/intel-core-i5-11400-26-ghz-6-core-processor-bx8070811400,6,2.6,4.4,Rocket Lake,65,Intel UHD Graphics 730,Intel,BX8070811400,LGA1200,128.0,False
Intel Core i5-10600K,https://pcpartpicker.com/product/HcPgXL/intel-core-i5-10600k-41-ghz-6-core-processor-bx8070110600k,6,4.1,4.8,Comet Lake,125,Intel UHD Graphics 630,Intel,BX8070110600K,LGA1200,128.0,False
AMD Ryzen 5 3600,https://pcpartpicker.com/product/9twypg/amd-ryzen-5-3600-36-ghz-6-core-processor-100-100000031sbx,6,3.6,4.2,Zen 2,65,,AMD,100-100000031SBX,AM4,128.0,False
Intel Core i3-4150,https://pcpartpicker.com/product/qMJwrH/intel-cpu-bx80646i34150,2,3.5,,Haswell Refresh,54,Intel HD Graphics 4400,Intel,BX80646I34150,LGA1150,,True
Intel Core i3-14100,https://pcpartpicker.com/product/qtBzK8/intel-core-i3-14100-35-ghz-quad-core-processor-bx8071514100,4,3.5,4.7,Raptor Lake Refresh,60,Intel UHD Graphics 730,Intel,BX8071514100,LGA1700,192.0,True
Intel Core Ultra 7 265,https://pcpartpicker.com/product/HTBFf7/intel-core-ultra-7-265-24-ghz-20-core-processor-bx80768265,20,2.4,5.3,Arrow Lake,65,Intel Xe,Intel,BX80768265,LGA1851,256.0,True
Intel Core i7-9700F,https://pcpartpicker.com/product/W4848d/intel-core-i7-9700f-3-ghz-8-core-processor-bx80684i79700f,8,3.0,4.7,Coffee Lake Refresh,65,,Intel,BX80684I79700F,LGA1151,128.0,False
Intel Core i9-9900KF,https://pcpartpicker.com/product/G7KcCJ/intel-core-i9-9900kf-36-ghz-8-core-processor-bx80684i99900kf,8,3.6,5.0,Coffee Lake Refresh,95,,Intel,BX80684I99900KF,LGA1151,128.0,False
Intel Core i5-13500,https://pcpartpicker.com/product/mtmmP6/intel-core-i5-13500-25-ghz-14-core-processor-bx8071513500,14,2.5,4.8,Raptor Lake,65,Intel UHD Graphics 770,Intel,BX8071513500,LGA1700,192.0,False
AMD Ryzen 3 2200G,https://pcpartpicker.com/product/RkJtt6/amd-ryzen-3-2200g-35ghz-quad-core-processor-yd2200c5fbbox,4,3.5,3.7,Zen,65,Radeon Vega 8,AMD,YD2200C5FBBOX,AM4,,False
Intel Core i5-11600KF,https://pcpartpicker.com/product/K3Z9TW/intel-core-i5-11600kf-39-ghz-6-core-processor-bx8070811600kf,6,3.9,4.9,Rocket Lake,125,,Intel,BX8070811600KF,LGA1200,128.0,False
Intel Core i9-13900KS,https://pcpartpicker.com/product/TNLFf7/intel-core-i9-13900ks-3-ghz-24-core-processor-bx8071513900ks,24,3.0,6.0,Raptor Lake,150,Intel UHD Graphics 770,Intel,BX8071513900KS,LGA1700,192.0,True
Intel Xeon E5-2680 V4,https://pcpartpicker.com/product/zqmxFT/intel-cpu-bx80660e52680v4,14,2.4,3.3,Broadwell,120,,Intel,BX80660E52680V4,LGA2011-3,1536.0,True
AMD Athlon 3000G (14nm),https://pcpartpicker.com/product/664BD3/amd-athlon-3000g-35-ghz-dual-core-processor-yd3000c6fhbox,2,3.5,,Zen,35,Radeon Vega 3,AMD,YD3000C6FHBOX,AM4,128.0,False
AMD Ryzen 7 1700,https://pcpartpicker.com/product/3kPzK8/amd-ryzen-7-1700-30ghz-8-core-processor-yd1700bbaebox,8,3.0,3.7,Zen,65,,AMD,YD1700BBAEBOX,AM4,,False
Intel Core i9-12900KS,https://pcpartpicker.com/product/sn4Ycf/intel-core-i9-12900ks-34-ghz-16-core-processor-bx8071512900ks,16,3.4,5.5,Alder Lake,150,Intel UHD Graphics 770,Intel,BX8071512900KS,LGA1700,128.0,False
Intel Core i3-8100,https://pcpartpicker.com/product/YqKhP6/intel-core-i3-8100-36ghz-4-core-processor-bx80684i38100,4,3.6,,Coffee Lake,65,Intel UHD Graphics 630,Intel,BX80684I38100,LGA1151,64.0,True
Intel Core i7-3770K,https://pcpartpicker.com/product/7KjG3C/intel-cpu-bx80637i73770k,4,3.5,,Ivy Bridge,77,Intel HD Graphics 4000,Intel,BX80637I73770K,LGA1155,,False
Intel Core i5-14500,https://pcpartpicker.com/product/KwXV3C/intel-core-i5-14500-26-ghz-14-core-processor-bx8071514500,14,2.6,5.0,Raptor Lake Refresh,65,Intel UHD Graphics 770,Intel,BX8071514500,LGA1700,192.0,True
Intel Xeon E5-2690 V2,https://pcpartpicker.com/product/YnYXsY/intel-cpu-bx80635e52690v2,10,3.0,3.6,Ivy Bridge,130,,Intel,BX80635E52690V2,LGA2011,,True
Intel Core i7-11700KF,https://pcpartpicker.com/product/Fgt9TW/intel-core-i7-11700kf-36-ghz-8-core-processor-bx8070811700kf,8,3.6,5.0,Rocket Lake,125,,Intel,BX8070811700KF,LGA1200,128.0,False
AMD Ryzen 7 3700X,https://pcpartpicker.com/product/KsHRsY/amd-ryzen-7-3700x-36-ghz-8-core-oemtray-processor-100-000000071,8,3.6,4.4,Zen 2,65,,AMD,100-000000071,AM4,128.0,False
Intel Core i5-8500,https://pcpartpicker.com/product/kFKcCJ/intel-core-i5-8500-3ghz-6-core-processor-bx80684i58500,6,3.0,4.1,Coffee Lake,65,Intel UHD Graphics 630,Intel,BX80684I58500,LGA1151,128.0,False
Intel Core i5-7400,https://pcpartpicker.com/product/qnM323/intel-core-i5-7400-30ghz-quad-core-processor-bx80677i57400,4,3.0,3.5,Kaby Lake,65,Intel HD Graphics 630,Intel,BX80677I57400,LGA1151,64.0,False
Intel Core i7-6800K,https://pcpartpicker.com/product/Td98TW/intel-cpu-bx80671i76800k,6,3.4,3.6,Broadwell,140,,Intel,BX80671I76800K,LGA2011-3,,False
AMD Ryzen 5 2400G,https://pcpartpicker.com/product/FGPKHx/amd-ryzen-5-2400g-36ghz-quad-core-processor-yd2400c5fbbox,4,3.6,3.9,Zen,65,Radeon Vega 11,AMD,YD2400C5FBBOX,AM4,,False
Intel Core i3-13100,https://pcpartpicker.com/product/RdjBD3/intel-core-i3-13100-34-ghz-quad-core-processor-bx8071513100,4,3.4,4.5,Raptor Lake,60,Intel UHD Graphics 730,Intel,BX8071513100,LGA1700,192.0,False
AMD Ryzen 3 3300X,https://pcpartpicker.com/product/NvCFf7/amd-ryzen-3-3300x-38-ghz-quad-core-processor-100-100000159box,4,3.8,4.3,Zen 2,65,,AMD,100-100000159BOX,AM4,128.0,False
Intel Core i5-9400,https://pcpartpicker.com/product/V4RzK8/intel-core-i5-9400-29-ghz-6-core-processor-bx80684i59400,6,2.9,4.1,Coffee Lake Refresh,65,Intel UHD Graphics 630,Intel,BX80684I59400,LGA1151,128.0,False
AMD Ryzen 5 5600X3D,https://pcpartpicker.com/product/vqhv6h/amd-ryzen-5-5600x3d-33-ghz-6-core-processor-100-100001176wo,6,3.3,4.4,Zen 3,105,,AMD,100-100001176WO|100-100001176WOF,AM4,128.0,False
Intel Core i7-10700KF,https://pcpartpicker.com/product/sT3mP6/intel-core-i7-10700kf-38-ghz-8-core-processor-bx8070110700kf,8,3.8,5.1,Comet Lake,125,,Intel,BX8070110700KF,LGA1200,128.0,False
Intel Core i5-3470,https://pcpartpicker.com/product/PBCwrH/intel-cpu-bx80637i53470,4,3.2,,Ivy Bridge,77,Intel HD Graphics 2500,Intel,BX80637i53470,LGA1155,,False
Intel Core i3-9100F,https://pcpartpicker.com/product/YTbwrH/intel-core-i3-9100f-36-ghz-quad-core-processor-bx80684i39100f,4,3.6,4.2,Coffee Lake Refresh,65,,Intel,BX80684i39100F,LGA1151,64.0,True
Intel Core i5-4590,https://pcpartpicker.com/product/7bNp99/intel-cpu-bx80646i54590,4,3.3,3.7,Haswell Refresh,84,Intel HD Graphics 4600,Intel,BX80646I54590,LGA1150,,False
Intel Core i5-13400,https://pcpartpicker.com/product/7xLFf7/intel-core-i5-13400-25-ghz-10-core-processor-bx8071513400,10,2.5,4.6,Raptor Lake,65,Intel UHD Graphics 730,Intel,BX8071513400,LGA1700,192.0,False
AMD Ryzen 5 3500,https://pcpartpicker.com/product/ZKqBD3/amd-ryzen-5-3500-36-ghz-6-core-processor-100-000000050,6,3.6,4.1,Zen 2,65,,AMD,100-000000050,AM4,128.0,False
AMD FX-6300,https://pcpartpicker.com/product/PnxfrH/amd-cpu-fd6300wmhkbox,6,3.5,,Piledriver,95,,AMD,FD6300WMHKBOX,AM3+,,False
Intel Core Ultra 5 235,https://pcpartpicker.com/product/gjy8TW/intel-core-ultra-5-235-34-ghz-14-core-processor-bx80768235,14,3.4,5.0,Arrow Lake,65,Intel Xe,Intel,BX80768235,LGA1851,256.0,True
AMD Ryzen 5 1600X,https://pcpartpicker.com/product/8hwqqs/amd-ryzen-5-1600x-36ghz-6-core-processor-yd160xbcaewof,6,3.6,4.0,Zen,95,,AMD,YD160XBCAEWOF,AM4,,False
Intel Core i5-7600K,https://pcpartpicker.com/product/dQM323/intel-core-i5-7600k-38ghz-quad-core-processor-bx80677i57600k,4,3.8,4.2,Kaby Lake,91,Intel HD Graphics 630,Intel,BX80677I57600K,LGA1151,64.0,False
Intel Core i5-10500,https://pcpartpicker.com/product/JKbCmG/intel-core-i5-10500-31-ghz-6-core-processor-bx8070110500,6,3.1,4.5,Comet Lake,65,Intel UHD Graphics 630,Intel,BX8070110500,LGA1200,128.0,False
Intel Core i3-10100,https://pcpartpicker.com/product/qtqBD3/intel-core-i3-10100-36-ghz-quad-core-processor-bx8070110100,4,3.6,4.3,Comet Lake,65,Intel UHD Graphics 630,Intel,BX8070110100,LGA1200,128.0,False
AMD FX-8350,https://pcpartpicker.com/product/ykphP6/amd-cpu-fd8350frhkbox,8,4.0,,Piledriver,125,,AMD,FD8350FRHKBOX,AM3+,,False
Intel Core i7-11700,https://pcpartpicker.com/product/7RTp99/intel-core-i7-11700-25-ghz-8-core-processor-bx8070811700,8,2.5,4.9,Rocket Lake,65,Intel UHD Graphics 750,Intel,BX8070811700,LGA1200,128.0,False
Intel Core i5-6400,https://pcpartpicker.com/product/rK4NnQ/intel-cpu-bx80662i56400,4,2.7,3.3,Skylake,65,Intel HD Graphics 530,Intel,BX80662I56400,LGA1151,64.0,False
Intel Core i9-9900KS,https://pcpartpicker.com/product/9mCFf7/intel-core-i9-9900ks-4-ghz-8-core-processor-bx80684i99900ks,8,4.0,5.0,Coffee Lake Refresh,127,Intel UHD Graphics 630,Intel,BX80684I99900KS,LGA1151,128.0,False
AMD Ryzen 5 7400F,https://pcpartpicker.com/product/M3vscf/amd-ryzen-5-7400f-37-ghz-6-core-oemtray-processor-100-000001845,6,3.7,4.7,Zen 4,65,,AMD,100-000001845,AM5,128.0,True
Intel Core i5-4690K,https://pcpartpicker.com/product/Tvzv6h/intel-cpu-bx80646i54690k,4,3.5,3.9,Haswell Refresh,88,Intel HD Graphics 4600,Intel,BX80646I54690K,LGA1150,,False
Intel Core i9-14900F,https://pcpartpicker.com/product/RNjRsY/intel-core-i9-14900f-2-ghz-24-core-processor-bx8071514900f,24,2.0,5.8,Raptor Lake Refresh,65,,Intel,BX8071514900F,LGA1700,192.0,True
Intel Core i3-10105F,https://pcpartpicker.com/product/hYgFf7/intel-core-i3-10105f-37-ghz-quad-core-processor-bx8070110105f,4,3.7,4.4,Comet Lake,65,,Intel,BX8070110105F,LGA1200,128.0,False
Intel Xeon E5-2630 V2,https://pcpartpicker.com/product/Wx4gXL/intel-cpu-bx80635e52630v2,6,2.6,3.1,Ivy Bridge,80,,Intel,BX80635E52630V2,LGA2011,,True
Intel Core i7-13700,https://pcpartpicker.com/product/8VqPxr/intel-core-i7-13700-21-ghz-16-core-processor-bx8071513700,16,2.1,5.2,Raptor Lake,65,Intel UHD Graphics 770,Intel,BX8071513700,LGA1700,192.0,True
Intel Core i5-4570,https://pcpartpicker.com/product/wXK7YJ/intel-cpu-bx80646i54570,4,3.2,,Haswell,84,Intel HD Graphics 4600,Intel,BX80646I54570,LGA1150,,False
AMD Ryzen 5 5500X3D,https://pcpartpicker.com/product/L79nTW/amd-ryzen-5-5500x3d-3-ghz-6-core-oemtray-processor-100-000001504,6,3.0,4.0,Zen 3,105,,AMD,100-000001504,AM4,128.0,True
Intel Core i5-10600KF,https://pcpartpicker.com/product/p6jNnQ/intel-core-i5-10600kf-41-ghz-6-core-processor-bx8070110600kf,6,4.1,4.8,Comet Lake,125,,Intel,BX8070110600KF,LGA1200,128.0,False
AMD Ryzen 5 1600 (12nm),https://pcpartpicker.com/product/8HqBD3/amd-ryzen-5-1600-12nm-32-ghz-6-core-processor-yd1600bbafbox,6,3.2,3.6,Zen+,65,,AMD,YD1600BBAFBOX,AM4,,False
Intel Core i9-10980XE,https://pcpartpicker.com/product/bmxbt6/intel-core-i9-10980xe-3-ghz-18-core-processor-bx8069510980xe,18,3.0,4.8,Cascade Lake,165,,Intel,BX8069510980XE,LGA2066,256.0,False
Intel Core i9-10900KF,https://pcpartpicker.com/product/CT3mP6/intel-core-i9-10900kf-37-ghz-10-core-processor-bx8070110900kf,10,3.7,5.3,Comet Lake,125,,Intel,BX8070110900KF,LGA1200,128.0,False
AMD FX-6350,https://pcpartpicker.com/product/ZFs8TW/amd-fx-6350-39ghz-6-core-processor-fd6350frhkhbx,6,3.9,,Piledriver,125,,AMD,FD6350FRHKHBX,AM3+,,False
Intel Core i5-4460,https://pcpartpicker.com/product/F63RsY/intel-cpu-bx80646i54460,4,3.2,3.4,Haswell Refresh,84,Intel HD Graphics 4600,Intel,BX80646I54460,LGA1150,,False
Intel Core i5-7500T,https://pcpartpicker.com/product/WCvZxr/intel-core-i5-7500t-27ghz-quad-core-processor-bx80677i57500t,4,2.7,3.3,Kaby Lake,35,Intel HD Graphics 630,Intel,BX80677I57500T,LGA1151,64.0,False
Intel Core i9-11900KF,https://pcpartpicker.com/product/9rrRsY/intel-core-i9-11900kf-35-ghz-8-core-processor-bx8070811900kf,8,3.5,5.3,Rocket Lake,125,,Intel,BX8070811900KF,LGA1200,128.0,False
Intel Core i5-9600KF,https://pcpartpicker.com/product/MBMwrH/intel-core-i5-9600kf-37-ghz-6-core-processor-bx80684i59600kf,6,3.7,4.6,Coffee Lake Refresh,95,,Intel,BX80684I59600KF,LGA1151,128.0,False
Intel Celeron 420,https://pcpartpicker.com/product/hzrG3C/intel-cpu-hh80557rg025512,1,1.6,,Core,35,,Intel,HH80557RG025512,LGA775,,False
Intel Core i5-9500,https://pcpartpicker.com/product/rD4BD3/intel-core-i5-9500-3-ghz-6-core-processor-bx80684i59500,6,3.0,4.4,Coffee Lake Refresh,65,Intel UHD Graphics 630,Intel,BX80684I59500,LGA1151,128.0,False
AMD Ryzen 3 1200 (14nm),https://pcpartpicker.com/product/TX4NnQ/amd-ryzen-3-1300x-35ghz-quad-core-processor-yd1200bbaebox,4,3.1,3.4,Zen,65,,AMD,YD1200BBAEBOX,AM4,,False
AMD EPYC 4565P,https://pcpartpicker.com/product/zZvscf/amd-epyc-4565p-43-ghz-16-core-processor-100-100001559wof,16,4.3,5.7,Zen 5,170,Radeon,AMD,100-100001559WOF,AM5,,True
Intel Core i7-4790K,https://pcpartpicker.com/product/WMJwrH/intel-cpu-cm8064601710501,4,4.0,4.4,Haswell Refresh,88,Intel HD Graphics 4600,Intel,CM8064601710501,LGA1150,,False
AMD Threadripper 1920X,https://pcpartpicker.com/product/cRDzK8/amd-threadripper-1920x-35ghz-12-core-processor-yd192xa8aewof,12,3.5,4.0,Zen,180,,AMD,YD192XA8AEWOF,sTR4,1024.0,True
Intel Core i3-4130,https://pcpartpicker.com/product/KDGkcf/intel-cpu-bx80646i34130,2,3.4,,Haswell,54,Intel HD Graphics 4400,Intel,BX80646I34130,LGA1150,,True
AMD Ryzen 7 1800X,https://pcpartpicker.com/product/7qyxFT/amd-ryzen-7-1800x-36ghz-8-core-processor-yd180xbcaewof,8,3.6,4.0,Zen,95,,AMD,YD180XBCAEWOF,AM4,,False
AMD Ryzen 7 3800XT,https://pcpartpicker.com/product/9wfFf7/amd-ryzen-7-3800xt-39-ghz-8-core-processor-100-100000279wof,8,3.9,4.7,Zen 2,105,,AMD,100-100000279WOF,AM4,128.0,False
Intel Core i7-8700K,https://pcpartpicker.com/product/cjPzK8/intel-core-i7-8700k-37ghz-6-core-processor-cm8068403358220,6,3.7,4.7,Coffee Lake,95,Intel UHD Graphics 630,Intel,CM8068403358220,LGA1151,128.0,False
Intel Core i9-9980XE,https://pcpartpicker.com/product/XMkj4D/intel-core-i9-9980xe-3-thz-18-core-oemtray-processor-cd8067304126600,18,3.0,4.4,Skylake,165,,Intel,CD8067304126600,LGA2066,128.0,False
AMD Ryzen 5 5600T,https://pcpartpicker.com/product/wJCZxr/amd-ryzen-5-5600t-35-ghz-6-core-processor-100-000001584box,6,3.5,4.5,Zen 3,65,,AMD,100-000001584BOX,AM4,128.0,True
Intel Core i7-9700KF,https://pcpartpicker.com/product/LhCD4D/intel-core-i7-9700kf-36-ghz-8-core-processor-bx80684i79700kf,8,3.6,4.9,Coffee Lake Refresh,95,,Intel,BX80684I79700KF,LGA1151,128.0,False
Intel Core i3-9100,https://pcpartpicker.com/product/NfKcCJ/intel-core-i3-9100-36-ghz-quad-core-processor-bx80684i39100,4,3.6,4.2,Coffee Lake Refresh,65,Intel UHD Graphics 630,Intel,BX80684I39100,LGA1151,64.0,True
AMD Ryzen 5 1400,https://pcpartpicker.com/product/72wqqs/amd-ryzen-5-1400-32ghz-quad-core-processor-yd1400bbaebox,4,3.2,3.4,Zen,65,,AMD,YD1400BBAEBOX,AM4,,False
Intel Core i5-2400,https://pcpartpicker.com/product/jxJwrH/intel-cpu-bx80623i52400,4,3.1,,Sandy Bridge,95,Intel HD Graphics 2000,Intel,BX80623I52400,LGA1155,,False
AMD Ryzen 5 3600,https://pcpartpicker.com/product/Rnm323/amd-ryzen-5-3600-36-thz-6-core-oemtray-processor-100-000000031,6,3.6,4.2,Zen 2,65,,AMD,100-000000031,AM4,128.0,False
AMD Threadripper 2920X,https://pcpartpicker.com/product/gnDJ7P/amd-threadripper-2920x-35-ghz-12-core-processor-yd292xa8afwof,12,3.5,4.3,Zen+,180,,AMD,YD292XA8AFWOF,sTR4,1024.0,True
Intel Core i7-2600,https://pcpartpicker.com/product/nvyFf7/intel-cpu-bx80623i72600,4,3.4,,Sandy Bridge,95,Intel HD Graphics 2000,Intel,BX80623I72600,LGA1155,,False
AMD Ryzen 5 1500X,https://pcpartpicker.com/product/VtFXsY/amd-ryzen-5-1500x-35ghz-quad-core-processor-yd150xbbaebox,4,3.5,3.7,Zen,65,,AMD,YD150XBBAEBOX,AM4,,False
Intel Pentium Gold G6400,https://pcpartpicker.com/product/FvCFf7/intel-pentium-gold-g6400-4-ghz-dual-core-processor-bx80701g6400,2,4.0,,Comet Lake,58,Intel UHD Graphics 610,Intel,BX80701G6400,LGA1200,128.0,False
Intel Pentium G4400,https://pcpartpicker.com/product/YV7CmG/intel-cpu-bx80662g4400,2,3.3,,Skylake,54,Intel HD Graphics 510,Intel,BX80662G4400,LGA1151,64.0,True
