name,part_url,type,interface,capacity,color,manufacturer,part_number,rpm,form_factor
Verbatim 99399,https://pcpartpicker.com/product/QFvbt6/verbatim-4-tb-external-hard-drive-99399,HDD,USB Type-A 3.2 Gen 1,4000,Black,Verbatim,99399,,External
Western Digital My Book Duo,https://pcpartpicker.com/product/QdH8TW/western-digital-my-book-duo-12-tb-external-hard-drive-wdbfbe0120jbk-nesn,HDD,"USB Type-A 3.2 Gen 1, USB Type-C 3.2 Gen 1",12000,Black,Western Digital,WDBFBE0120JBK-NESN,7200.0,External
Western Digital My Book Duo,https://pcpartpicker.com/product/qHGnTW/western-digital-my-book-duo-6-tb-external-hard-drive-wdbfbe0060jbk-nesn,HDD,"USB Type-A 3.2 Gen 1, USB Type-C 3.2 Gen 1",6000,Black,Western Digital,WDBFBE0060JBK-NESN,7200.0,External
Western Digital My Book Duo,https://pcpartpicker.com/product/gn6qqs/western-digital-my-book-duo-4-tb-external-hard-drive-wdbfbe0040jbk-nesn,HDD,"USB Type-A 3.2 Gen 1, USB Type-C 3.2 Gen 1",4000,Black,Western Digital,WDBFBE0040JBK-NESN,7200.0,External
Western Digital My Book,https://pcpartpicker.com/product/npBTwP/western-digital-my-book-3tb-external-hard-drive-wdbbgb0030hbk-nesn,HDD,USB Type-A 3.2 Gen 1,3000,Black,Western Digital,WDBBGB0030HBK-NESN,5400.0,External
Seagate Backup Plus Hub,https://pcpartpicker.com/product/7Q66Mp/seagate-backup-plus-hub-10tb-external-hard-drive-stel10000400,HDD,USB Type-A 3.2 Gen 1,10000,Black,Seagate,STEL10000400,5400.0,External
G-Technology G-DRIVE,https://pcpartpicker.com/product/QLL7YJ/g-technology-3tb-external-hard-drive-0g02534,HDD,"IEEE 1394B 9-Pin, eSATA 6.0 Gb/s, USB Type-A 3.2 Gen 1",3000,,G-Technology,0G02534,7200.0,External
Edge Tech EDGDG-236236-PE,https://pcpartpicker.com/product/Jm8H99/edge-tech-external-hard-drive-edgdg236236pe,HDD,USB Type-A 3.2 Gen 1,4000,,Edge Tech,EDGDG-236236-PE,,External
Buslink CipherShield,https://pcpartpicker.com/product/qhqbt6/buslink-external-hard-drive-cse6tu3kkb,HDD,USB Type-A 3.2 Gen 1,6000,,Buslink,CSE-6T-U3KKB,,External
Seagate Expansion,https://pcpartpicker.com/product/nLDzK8/seagate-external-hard-drive-steb3000100,HDD,USB Type-A 3.2 Gen 1,3000,,Seagate,STEB3000100,,External
LaCie Porsche Design,https://pcpartpicker.com/product/pycMnQ/lacie-external-hard-drive-9000604,HDD,USB Type-A 3.2 Gen 1,8000,,LaCie,9000604|LAC9000604,,External
Toshiba Canvio Desk,https://pcpartpicker.com/product/w46BD3/toshiba-external-hard-drive-hdwc130xk3j1,HDD,USB Type-A 3.2 Gen 1,3000,,Toshiba,HDWC130XK3J1,5700.0,External
Toshiba Canvio Desk,https://pcpartpicker.com/product/PyvRsY/toshiba-external-hard-drive-hdwc120xk3j1,HDD,USB Type-A 3.2 Gen 1,2000,,Toshiba,HDWC120XK3J1,5700.0,External
Transcend StoreJet 35T3,https://pcpartpicker.com/product/Fr2kcf/transcend-external-hard-drive-ts2tsj35t3,HDD,USB Type-A 3.2 Gen 1,2000,,Transcend,TS2TSJ35T3,,External
Transcend StoreJet 35T3,https://pcpartpicker.com/product/MDphP6/transcend-external-hard-drive-ts3tsj35t3,HDD,USB Type-A 3.2 Gen 1,3000,,Transcend,TS3TSJ35T3,,External
Imation Apollo Pro UX,https://pcpartpicker.com/product/bf6BD3/imation-external-hard-drive-27385,HDD,USB Type-A 2.0,1000,,Imation,27385,,External
Apricorn Aegis Padlock DT,https://pcpartpicker.com/product/PL6BD3/apricom-external-hard-drive-adt3pl1281000,HDD,USB Type-A 3.2 Gen 1,1000,,Apricorn,ADT-3PL128-1000,,External
Buslink CSC-2T-U3,https://pcpartpicker.com/product/sH6BD3/buslink-external-hard-drive-csc2tu3,HDD,USB Type-A 3.2 Gen 1,2000,,Buslink,CSC-2T-U3,,External
Buslink CSC-1T-U2,https://pcpartpicker.com/product/gCfp99/buslink-external-hard-drive-csc1tu2,HDD,USB Type-A 2.0,1000,,Buslink,CSC-1T-U2,,External
Buslink CRF-2T-U2,https://pcpartpicker.com/product/XMnG3C/buslink-external-hard-drive-crf2tu2,HDD,USB Type-A 2.0,2000,,Buslink,CRF-2T-U2,7200.0,External
Axiom USB3HD35S500-AX,https://pcpartpicker.com/product/3Zg323/axiom-external-hard-drive-usb3hd35s500ax,HDD,,500,,Axiom,USB3HD35S500-AX,7200.0,External
Axiom USB3HD35S3TB-AX,https://pcpartpicker.com/product/tn3RsY/axiom-external-hard-drive-usb3hd35s3tbax,HDD,USB Type-A 3.2 Gen 1,3000,,Axiom,USB3HD35S3TB-AX,7200.0,External
Axiom USB3HD35S2TB-AX,https://pcpartpicker.com/product/j9fp99/axiom-external-hard-drive-usb3hd35s2tbax,HDD,USB Type-A 3.2 Gen 1,2000,,Axiom,USB3HD35S2TB-AX,7200.0,External
Axiom USB3HD35S250-AX,https://pcpartpicker.com/product/8JvRsY/axiom-external-hard-drive-usb3hd35s250ax,HDD,,250,,Axiom,USB3HD35S250-AX,7200.0,External
Axiom USB3HD35S1TB-AX,https://pcpartpicker.com/product/K4R48d/axiom-external-hard-drive-usb3hd35s1tbax,HDD,USB Type-A 3.2 Gen 1,1000,,Axiom,USB3HD35S1TB-AX,7200.0,External
Apricorn Aegis Padlock DT,https://pcpartpicker.com/product/sm4gXL/apricorn-aegis-padlock-dt-2-tb-external-hard-drive-adt-3pl256-2000,HDD,USB Type-A 3.2 Gen 1,2000,Black,Apricorn,ADT-3PL256-2000,5400.0,External
Apricorn Aegis Padlock DT,https://pcpartpicker.com/product/HRLypg/apricom-external-hard-drive-adt3pl2561000,HDD,USB Type-A 3.2 Gen 1,1000,,Apricorn,ADT-3PL256-1000,,External
Apricorn Aegis Padlock DT,https://pcpartpicker.com/product/sG7wrH/apricom-external-hard-drive-adt3pl1282000,HDD,USB Type-A 3.2 Gen 1,2000,,Apricorn,ADT-3PL128-2000,,External
Hitachi HGST Touro Desk Pro,https://pcpartpicker.com/product/YTXfrH/hitachi-external-hard-drive-0s03503,HDD,USB Type-A 3.2 Gen 1,4000,,Hitachi,0S03503,7200.0,External
Hitachi HGST Touro Desk,https://pcpartpicker.com/product/yB8Zxr/hitachi-external-hard-drive-0s03396,HDD,USB Type-A 3.2 Gen 1,4000,,Hitachi,0S03396,,External
Seagate Backup Plus,https://pcpartpicker.com/product/vwTmP6/seagate-external-hard-drive-stdu3000101,HDD,USB Type-A 3.2 Gen 1,3000,,Seagate,STDU3000101,,External
Seagate Backup Plus,https://pcpartpicker.com/product/b3Crxr/seagate-external-hard-drive-stdt6000100,HDD,USB Type-A 3.2 Gen 1,6000,,Seagate,STDT6000100,,External
Seagate Backup Plus,https://pcpartpicker.com/product/tGW9TW/seagate-external-hard-drive-stdt2000100,HDD,USB Type-A 3.2 Gen 1,2000,,Seagate,STDT2000100,,External
Seagate Expansion,https://pcpartpicker.com/product/VpZQzy/seagate-external-hard-drive-stbv5000100,HDD,USB Type-A 3.2 Gen 1,5000,,Seagate,STBV5000100,,External
Seagate FreeAgent GoFlex Desk,https://pcpartpicker.com/product/XFckcf/seagate-external-hard-drive-st310005fdb2e1rk,HDD,USB Type-A 2.0,1000,,Seagate,ST310005FDB2E1-RK,7200.0,External
Samsung D3 Station,https://pcpartpicker.com/product/k7PzK8/samsung-external-hard-drive-stshxd501tdb,HDD,USB Type-A 3.2 Gen 1,5000,,Samsung,STSHX-D501TDB,,External
Samsung D3 Station,https://pcpartpicker.com/product/xd4gXL/samsung-external-hard-drive-stshxd401tdb,HDD,USB Type-A 3.2 Gen 1,4000,,Samsung,STSHX-D401TDB,,External
Samsung D3 Station,https://pcpartpicker.com/product/2yp323/samsung-external-hard-drive-stshxd301tdb,HDD,USB Type-A 3.2 Gen 1,3000,,Samsung,STSHX-D301TDB,,External
Samsung D3 Station,https://pcpartpicker.com/product/hwrcCJ/samsung-external-hard-drive-stshxd201tdb,HDD,USB Type-A 3.2 Gen 1,2000,,Samsung,STSHX-D201TDB,,External
Samsung D3 Station,https://pcpartpicker.com/product/sTwqqs/samsung-external-hard-drive-hxd401tdbg,HDD,,4000,,Samsung,HX-D401TDB/G,,External
Samsung D3 Station,https://pcpartpicker.com/product/wf6BD3/samsung-external-hard-drive-hxd301tdbg,HDD,USB Type-A 3.2 Gen 1,3000,,Samsung,HX-D301TDB/G,,External
Samsung D3 Station,https://pcpartpicker.com/product/gH6BD3/samsung-external-hard-drive-hxd201tdbg,HDD,USB Type-A 3.2 Gen 1,2000,,Samsung,HX-D201TDB/G,,External
LaCie d2,https://pcpartpicker.com/product/bMnG3C/lacie-external-hard-drive-9000493u,HDD,"Thunderbolt, USB Type-A 3.2 Gen 1",4000,,LaCie,9000493U,7200.0,External
LaCie d2,https://pcpartpicker.com/product/tFfmP6/lacie-external-hard-drive-9000492u,HDD,"Thunderbolt, USB Type-A 3.2 Gen 1",3000,,LaCie,9000492U,7200.0,External
LaCie d2 Quadra,https://pcpartpicker.com/product/hhR48d/lacie-external-hard-drive-9000481u,HDD,"IEEE 1394B 9-Pin, eSATA 3.0 Gb/s, USB Type-A 3.2 Gen 1",5000,,LaCie,9000481U,7200.0,External
LaCie 2big,https://pcpartpicker.com/product/HXg323/lacie-external-hard-drive-9000478,HDD,Thunderbolt,10000,,LaCie,9000478,7200.0,External
LaCie 4big Quadra,https://pcpartpicker.com/product/fh4gXL/lacie-external-hard-drive-9000319u,HDD,"IEEE 1394B 9-Pin, USB Type-A 3.2 Gen 1",8000,,LaCie,9000319U,7200.0,External
LaCie Minimus,https://pcpartpicker.com/product/yXg323/lacie-external-hard-drive-302004,HDD,USB Type-A 3.2 Gen 1,3000,,LaCie,302004,,External
LaCie d2,https://pcpartpicker.com/product/3LrcCJ/lacie-external-hard-drive-9000472u,HDD,"Thunderbolt, USB Type-A 3.2 Gen 1",6000,,LaCie,9000472U,7200.0,External
LaCie Porsche Design,https://pcpartpicker.com/product/2szv6h/lacie-external-hard-drive-9000385,HDD,USB Type-A 3.2 Gen 1,4000,,LaCie,9000385,,External
LaCie 2big Quadra,https://pcpartpicker.com/product/th4gXL/lacie-external-hard-drive-9000354,HDD,"IEEE 1394B 9-Pin, USB Type-A 3.2 Gen 1",6000,,LaCie,9000354,,External
LaCie d2,https://pcpartpicker.com/product/q2phP6/lacie-external-hard-drive-9000353,HDD,"Thunderbolt, USB Type-A 3.2 Gen 1",3000,,LaCie,9000353,,External
LaCie 4big Quadra,https://pcpartpicker.com/product/ytw323/lacie-external-hard-drive-9000351u,HDD,"IEEE 1394B 9-Pin, USB Type-A 3.2 Gen 1",12000,,LaCie,9000351U,,External
LaCie Little Big Disk,https://pcpartpicker.com/product/tMqdnQ/lacie-external-hard-drive-9000350,SSD,Thunderbolt,1000,,LaCie,9000350,,External
LaCie 4big Quadra,https://pcpartpicker.com/product/pdphP6/lacie-external-hard-drive-9000330u,HDD,"IEEE 1394B 9-Pin, USB Type-A 3.2 Gen 1",16000,,LaCie,9000330U,,External
LaCie 2big Quadra,https://pcpartpicker.com/product/J2phP6/lacie-external-hard-drive-9000316,HDD,"IEEE 1394B 9-Pin, USB Type-A 3.2 Gen 1",4000,,LaCie,9000316,7200.0,External
LaCie d2,https://pcpartpicker.com/product/gnZQzy/lacie-external-hard-drive-9000303,HDD,"Thunderbolt, USB Type-A 3.2 Gen 1",4000,,LaCie,9000303,7200.0,External
Western Digital My Book for Mac,https://pcpartpicker.com/product/dd3RsY/western-digital-external-hard-drive-wdbycc0030hbknesn,HDD,USB Type-A 3.2 Gen 1,3000,,Western Digital,WDBYCC0030HBK-NESN,,External
Western Digital My Book for Mac,https://pcpartpicker.com/product/3Lh9TW/western-digital-external-hard-drive-wdbycc0020hbknesn,HDD,USB Type-A 3.2 Gen 1,2000,,Western Digital,WDBYCC0020HBK-NESN,,External
Western Digital ELEMENTS,https://pcpartpicker.com/product/wXXfrH/western-digital-external-hard-drive-wdbwlg0020hbknesn,HDD,USB Type-A 3.2 Gen 1,2000,,Western Digital,WDBWLG0020HBK-NESN,,External
Western Digital My Book,https://pcpartpicker.com/product/HXTmP6/western-digital-external-hard-drive-wdbfjk0020hbknesn,HDD,USB Type-A 3.2 Gen 1,2000,,Western Digital,WDBFJK0020HBK-NESN,,External
Western Digital My Book,https://pcpartpicker.com/product/ZGW9TW/western-digital-external-hard-drive-wdbeks0030hbknesn,HDD,USB Type-A 3.2 Gen 1,3000,,Western Digital,WDBEKS0030HBK-NESN,,External
Western Digital My Book Studio,https://pcpartpicker.com/product/rxDwrH/western-digital-external-hard-drive-wdbc3g0030halnesn,HDD,"IEEE 1394B 9-Pin, USB Type-A 2.0",3000,,Western Digital,WDBC3G0030HAL-NESN,,External
Western Digital My Book Studio,https://pcpartpicker.com/product/VNfp99/western-digital-external-hard-drive-wdbc3g0020halnesn,HDD,"IEEE 1394B 9-Pin, USB Type-A 2.0",2000,,Western Digital,WDBC3G0020HAL-NESN,,External
LaCie Blade Runner,https://pcpartpicker.com/product/pTsKHx/lacie-external-hard-drive-9000119,HDD,USB Type-A 3.2 Gen 1,4000,,LaCie,9000119,,External
LaCie Minimus,https://pcpartpicker.com/product/HG7wrH/lacie-external-hard-drive-301967,HDD,USB Type-A 3.2 Gen 1,2000,,LaCie,301967,,External
LaCie d2 Quadra,https://pcpartpicker.com/product/YNR48d/lacie-external-hard-drive-301549u,HDD,"IEEE 1394B 9-Pin, eSATA 3.0 Gb/s, USB Type-A 3.2 Gen 1",3000,,LaCie,301549U,7200.0,External
LaCie d2 Quadra,https://pcpartpicker.com/product/h9fp99/lacie-external-hard-drive-301543u,HDD,"IEEE 1394B 9-Pin, eSATA 3.0 Gb/s, USB Type-A 3.2 Gen 1",2000,,LaCie,301543U,7200.0,External
Buffalo Technology DriveStation,https://pcpartpicker.com/product/VfJwrH/buffalo-technology-external-hard-drive-ssdwa256t,SSD,Thunderbolt,256,,Buffalo Technology,SSD-WA256T,,External
Buffalo Technology DriveStation,https://pcpartpicker.com/product/TFBv6h/buffalo-technology-external-hard-drive-ssdwa10t,SSD,Thunderbolt,1000,,Buffalo Technology,SSD-WA1.0T,,External
Buffalo Technology DriveStation Duo,https://pcpartpicker.com/product/cRLypg/buffalo-technology-external-hard-drive-hdwl8tu3r1,HDD,USB Type-A 3.2 Gen 1,8000,,Buffalo Technology,HD-WL8TU3R1,,External
Buffalo Technology DriveStation Duo,https://pcpartpicker.com/product/CMBv6h/buffalo-technology-external-hard-drive-hdwl6tu3r1,HDD,USB Type-A 3.2 Gen 1,6000,,Buffalo Technology,HD-WL6TU3R1,,External
Buffalo Technology DriveStation Duo,https://pcpartpicker.com/product/Lmn2FT/buffalo-technology-external-hard-drive-hdwl2tu3r1,HDD,USB Type-A 3.2 Gen 1,2000,,Buffalo Technology,HD-WL2TU3R1,,External
Buffalo Technology DriveStation Axis Velocity,https://pcpartpicker.com/product/QPMFf7/buffalo-technology-external-hard-drive-hdlx30tu3,HDD,USB Type-A 3.2 Gen 1,3000,,Buffalo Technology,HD-LX3.0TU3,7200.0,External
Buffalo Technology DriveStation Axis Velocity,https://pcpartpicker.com/product/4TsKHx/buffalo-technology-external-hard-drive-hdlx20tu3,HDD,USB Type-A 3.2 Gen 1,2000,,Buffalo Technology,HD-LX2.0TU3,7200.0,External
Buffalo Technology DriveStation Axis Velocity,https://pcpartpicker.com/product/gB8Zxr/buffalo-technology-external-hard-drive-hdlx10tu3,HDD,USB Type-A 3.2 Gen 1,1000,,Buffalo Technology,HD-LX1.0TU3,7200.0,External
Buffalo Technology DriveStation,https://pcpartpicker.com/product/HbW9TW/buffalo-technology-external-hard-drive-hdlc40u3,HDD,USB Type-A 3.2 Gen 1,4000,,Buffalo Technology,HD-LC4.0U3,,External
Buffalo Technology DriveStation,https://pcpartpicker.com/product/dTsKHx/buffalo-technology-external-hard-drive-hdlc30u3,HDD,USB Type-A 3.2 Gen 1,3000,,Buffalo Technology,HD-LC3.0U3,,External
Buffalo Technology DriveStation Combo 4,https://pcpartpicker.com/product/fRLypg/buffalo-technology-external-hard-drive-hdhs20tq,HDD,"IEEE 1394A 6-Pin, IEEE 1394B 9-Pin, eSATA 3.0 Gb/s, USB Type-A 2.0",2000,,Buffalo Technology,HD-HS2.0TQ,7200.0,External
Buffalo Technology DriveStation,https://pcpartpicker.com/product/g2phP6/buffalo-technology-external-hard-drive-hdhs10tq,HDD,"IEEE 1394A 6-Pin, IEEE 1394B 9-Pin, eSATA 3.0 Gb/s, USB Type-A 2.0",1000,,Buffalo Technology,HD-HS1.0TQ,5400.0,External
Buffalo Technology DriveStation,https://pcpartpicker.com/product/sxn2FT/buffalo-technology-external-hard-drive-hdlc20u3,HDD,USB Type-A 3.2 Gen 1,2000,,Buffalo Technology,HD-LC2.0U3,,External
Buffalo Technology DriveStation Axis,https://pcpartpicker.com/product/Rtw323/buffalo-technology-external-hard-drive-hdlb10tu3,HDD,USB Type-A 3.2 Gen 1,1000,,Buffalo Technology,HD-LB1.0TU3,,External
MSI DATAMAG,https://pcpartpicker.com/product/96pD4D/msi-datamag-1-tb-external-ssd-datamag1tb,SSD,USB Type-C 3.2 Gen 2x2,1000,Black,MSI,DataMAG1TB,,External
Integral SlimXpress,https://pcpartpicker.com/product/DCJBD3/integral-slimxpress-4-tb-external-ssd-inssd4tport32slimx,SSD,USB Type-C 3.2 Gen 2,4000,Black,Integral,INSSD4TPORT3.2SLIMX,,External
Integral SlimXpress,https://pcpartpicker.com/product/wt62FT/integral-slimxpress-2-tb-external-ssd-inssd2tport32slimx,SSD,USB Type-C 3.2 Gen 2,2000,Black,Integral,INSSD2TPORT3.2SLIMX,,External
Integral SlimXpress,https://pcpartpicker.com/product/Mf7MnQ/integral-slimxpress-1-tb-external-ssd-inssd1tport32slimx,SSD,USB Type-C 3.2 Gen 2,1000,Black,Integral,INSSD1TPORT3.2SLIMX,,External
Integral SlimXpress,https://pcpartpicker.com/product/GBm2FT/integral-slimxpress-500-gb-external-ssd-inssd500gport32slimx,SSD,USB Type-C 3.2 Gen 2,500,Black,Integral,INSSD500GPORT3.2SLIMX,,External
Integral SlimXpress Pro,https://pcpartpicker.com/product/LCJBD3/integral-slimxpress-pro-4-tb-external-ssd-inssd4tport32slimxs,SSD,USB Type-C 3.2 Gen 2x2,4000,Silver / Black,Integral,INSSD4TPORT3.2SLIMXS,,External
Integral SlimXpress Pro,https://pcpartpicker.com/product/NLkqqs/integral-slimxpress-pro-2-tb-external-ssd-inssd2tport32slimxs,SSD,USB Type-C 3.2 Gen 2x2,2000,Silver / Black,Integral,INSSD2TPORT3.2SLIMXS,,External
Integral SlimXpress Pro,https://pcpartpicker.com/product/nmG2FT/integral-slimxpress-pro-1-tb-external-ssd-inssd1tport32slimxs,SSD,USB Type-C 3.2 Gen 2x2,1000,Silver / Black,Integral,INSSD1TPORT3.2SLIMXS,,External
Integral SlimXpress Pro,https://pcpartpicker.com/product/fMpD4D/integral-slimxpress-pro-500-gb-external-ssd-inssd500gport32slimxs,SSD,USB Type-C 3.2 Gen 2x2,500,Silver / Black,Integral,INSSD500GPORT3.2SLIMXS,,External
Lexar ARMOR 700,https://pcpartpicker.com/product/6rNYcf/lexar-armor-700-2-tb-external-ssd-lar700x002t-rnlnu,SSD,USB Type-C 3.2 Gen 2x2,2000,Blue,Lexar,LAR700X002T-RNLNU,,External
TEAMGROUP M200,https://pcpartpicker.com/product/mrNYcf/teamgroup-m200-500-gb-external-ssd-t8fed9500g0c102,SSD,USB Type-C 3.2 Gen 2x2,500,Black,TEAMGROUP,T8FED9500G0C102,,External
TEAMGROUP M200,https://pcpartpicker.com/product/VwdG3C/teamgroup-m200-250-gb-external-ssd-t8fed9250g0c102,SSD,USB Type-C 3.2 Gen 2x2,250,Black,TEAMGROUP,T8FED9250G0C102,,External
TEAMGROUP T-Create CinemaPr P31,https://pcpartpicker.com/product/xTkH99/teamgroup-t-create-cinemapr-p31-4-tb-external-ssd-tpsefy004t0c802,SSD,USB Type-C 3.2 Gen 2x2,4000,Gray,TEAMGROUP,TPSEFY004T0C802,,External
TEAMGROUP T-Create CinemaPr P31,https://pcpartpicker.com/product/8PpQzy/teamgroup-t-create-cinemapr-p31-2-tb-external-ssd-tpsefy002t0c802,SSD,USB Type-C 3.2 Gen 2x2,2000,Gray,TEAMGROUP,TPSEFY002T0C802,,External
TEAMGROUP T-Create CinemaPr P31,https://pcpartpicker.com/product/m2sV3C/teamgroup-t-create-cinemapr-p31-1-tb-external-ssd-tpsefy001t0c802,SSD,USB Type-C 3.2 Gen 2x2,1000,Gray,TEAMGROUP,TPSEFY001T0C802,,External
TEAMGROUP T-Create CinemaPr P31,https://pcpartpicker.com/product/VfTZxr/teamgroup-t-create-cinemapr-p31-1-tb-external-ssd-tpsefy001t0c302,SSD,USB Type-C 3.2 Gen 2x2,1000,Black,TEAMGROUP,TPSEFY001T0C302,,External
TEAMGROUP T-Create CinemaPr P31,https://pcpartpicker.com/product/7MWJ7P/teamgroup-t-create-cinemapr-p31-2-tb-external-ssd-tpsefy002t0c302,SSD,USB Type-C 3.2 Gen 2x2,2000,Black,TEAMGROUP,TPSEFY002T0C302,,External
TEAMGROUP T-Create CinemaPr P31,https://pcpartpicker.com/product/9nRwrH/teamgroup-t-create-cinemapr-p31-4-tb-external-ssd-tpsefy004t0c302,SSD,USB Type-C 3.2 Gen 2x2,4000,Black,TEAMGROUP,TPSEFY004T0C302,,External
Lexar Professional SL600,https://pcpartpicker.com/product/bdV2FT/lexar-professional-sl600-512-gb-external-ssd-lsl600x512g-rnbng,SSD,USB Type-C 3.2 Gen 2x2,512,Black,Lexar,LSL600X512G-RNBNG,,External
Lexar SL210,https://pcpartpicker.com/product/VCXV3C/lexar-sl210-1-tb-external-ssd-lsl210x001t-rnnng,SSD,USB Type-C 3.2 Gen 1,1000,Black,Lexar,LSL210X001T-RNNNG,,External
Lexar SL210,https://pcpartpicker.com/product/mWqrxr/lexar-sl210-500-gb-external-ssd-lsl210x500g-rnnng,SSD,USB Type-C 3.2 Gen 1,500,Black,Lexar,LSL210X500G-RNNNG,,External
Lexar SL100 Pro,https://pcpartpicker.com/product/RHMMnQ/lexar-sl100-pro-1-tb-external-ssd-lsl100p-1trbna,SSD,USB Type-C 3.2 Gen 1,1000,Black,Lexar,LSL100P-1TRBNA|LSL100P-1TRB,,External
Lexar SL660 BLAZE,https://pcpartpicker.com/product/3dV2FT/lexar-sl660-blaze-512-gb-external-ssd-lsl660x512g-rnnnu,SSD,USB Type-C 3.2 Gen 2x2,512,Black,Lexar,LSL660X512G-RNNNU|LSL660X512G-RNNNG,,External
Lexar SL660 BLAZE,https://pcpartpicker.com/product/FxJp99/lexar-sl660-blaze-1-tb-external-ssd-lsl660x001t-rnnnu,SSD,USB Type-C 3.2 Gen 2x2,1000,Black,Lexar,LSL660X001T-RNNNU|LSL660X001T-RNNNG,,External
Sabrent Rocket nano XTRM,https://pcpartpicker.com/product/HGgrxr/sabrent-rocket-nano-xtrm-1-tb-external-ssd-sb-xtmn-1tb,SSD,USB Type-C 3.2 Gen 2,1000,Black,Sabrent,SB-XTMN-1TB,,External
Sabrent Rocket Pro,https://pcpartpicker.com/product/HVP8TW/sabrent-rocket-pro-4-tb-external-ssd-sb-4tb-pro,SSD,USB Type-C 3.2 Gen 2,4000,Silver,Sabrent,SB-4TB-PRO,,External
Sabrent Rocket Pro,https://pcpartpicker.com/product/PPXJ7P/sabrent-rocket-pro-2-tb-external-ssd-sb-2tb-pro,SSD,USB Type-C 3.2 Gen 2,2000,Silver,Sabrent,SB-2TB-PRO,,External
Sabrent Rocket Pro,https://pcpartpicker.com/product/hsrqqs/sabrent-rocket-pro-1-tb-external-ssd-sb-1tb-pro,SSD,USB Type-C 3.2 Gen 2,1000,Silver,Sabrent,SB-1TB-PRO,,External
Sabrent Rocket Pro,https://pcpartpicker.com/product/XXqrxr/sabrent-rocket-pro-512-gb-external-ssd-sb-512-pro,SSD,USB Type-C 3.2 Gen 2,512,Silver,Sabrent,SB-512-PRO,,External
Sabrent Rocket Pro,https://pcpartpicker.com/product/dBjBD3/sabrent-rocket-pro-256-gb-external-ssd-sb-256-pro,SSD,USB Type-C 3.2 Gen 2,256,Silver,Sabrent,SB-256-PRO,,External
Sabrent Rocket XTRM-Q,https://pcpartpicker.com/product/vLLdnQ/sabrent-rocket-xtrm-q-8-tb-external-ssd-sb-xtmq-8tb,SSD,USB Type-C 3.2 Gen 2,8000,Black,Sabrent,SB-XTMQ-8TB,,External
Sabrent Rocket XTRM-Q,https://pcpartpicker.com/product/JF9wrH/sabrent-rocket-xtrm-q-4-tb-external-ssd-sb-xtmq-4tb,SSD,USB Type-C 3.2 Gen 2,4000,Black,Sabrent,SB-XTMQ-4TB,,External
Sabrent Rocket XTRM-Q,https://pcpartpicker.com/product/chkWGX/sabrent-rocket-xtrm-q-2-tb-external-ssd-sb-xtmq-2tb,SSD,USB Type-C 3.2 Gen 2,2000,Black,Sabrent,SB-XTMQ-2TB,,External
Sabrent Rocket XTRM-Q,https://pcpartpicker.com/product/PbzXsY/sabrent-rocket-xtrm-q-1-tb-external-ssd-sb-xtmq-1tb,SSD,USB Type-C 3.2 Gen 2,1000,Black,Sabrent,SB-XTMQ-1TB,,External
Sabrent Rocket XTRM-Q,https://pcpartpicker.com/product/dN4Zxr/sabrent-rocket-xtrm-q-500-gb-external-ssd-sb-xtmq-500,SSD,USB Type-C 3.2 Gen 2,500,Black,Sabrent,SB-XTMQ-500,,External
Sabrent Rocket Nano Rugged,https://pcpartpicker.com/product/CNcG3C/sabrent-rocket-nano-rugged-2-tb-external-ssd-sb-2tb-nawp,SSD,USB Type-C 3.2 Gen 2,2000,Silver,Sabrent,SB-2TB-NAWP,,External
Sabrent Rocket Nano,https://pcpartpicker.com/product/DrsV3C/sabrent-rocket-nano-2-tb-external-ssd-sb-2tb-nano-pnk,SSD,USB Type-C 3.2 Gen 2,2000,Pink,Sabrent,SB-2TB-NANO-PNK,,External
Sabrent Rocket Nano,https://pcpartpicker.com/product/wMQKHx/sabrent-rocket-nano-2-tb-external-ssd-sb-2tb-nano-red,SSD,USB Type-C 3.2 Gen 2,2000,Red,Sabrent,SB-2TB-NANO-RED,,External
Sabrent Rocket Nano,https://pcpartpicker.com/product/MPdG3C/sabrent-rocket-nano-2-tb-external-ssd-sb-2tb-nano-blu,SSD,USB Type-C 3.2 Gen 2,2000,Blue,Sabrent,SB-2TB-NANO-BLU,,External
Sabrent Rocket Nano,https://pcpartpicker.com/product/GvQKHx/sabrent-rocket-nano-2-tb-external-ssd-sb-2tb-nano-gld,SSD,USB Type-C 3.2 Gen 2,2000,Gold,Sabrent,SB-2TB-NANO-GLD,,External
Sabrent Rocket Nano,https://pcpartpicker.com/product/nk3NnQ/sabrent-rocket-nano-1-tb-external-ssd-sb-1tb-nano-pnk,SSD,USB Type-C 3.2 Gen 2,1000,Pink,Sabrent,SB-1TB-NANO-PNK,,External
Sabrent Rocket Nano,https://pcpartpicker.com/product/fKQKHx/sabrent-rocket-nano-1-tb-external-ssd-sb-1tb-nano-red,SSD,USB Type-C 3.2 Gen 2,1000,Red,Sabrent,SB-1TB-NANO-RED,,External
Sabrent Rocket Nano,https://pcpartpicker.com/product/4Xqrxr/sabrent-rocket-nano-1-tb-external-ssd-sb-1tb-nano-blu,SSD,USB Type-C 3.2 Gen 2,1000,Blue,Sabrent,SB-1TB-NANO-BLU,,External
