name,part_url,price,type,interface,capacity,price_per_gb,color
Western Digital G-DRIVE ev RaW,https://pcpartpicker.com/product/9qNgXL/western-digital-g-drive-ev-raw-2-tb-external-hard-drive-0g10199-1,,Portable,"USB Type-A 2.0, USB Type-A 3.2 Gen 1",2000,,Silver
Western Digital G-DRIVE Mobile,https://pcpartpicker.com/product/RpDkcf/western-digital-g-drive-mobile-4-tb-external-hard-drive-0g06074-1,,Portable,"USB Type-A 2.0, USB Type-C 3.2 Gen 1",4000,,Silver
Seagate Backup Plus Ultra Touch,https://pcpartpicker.com/product/y8ndnQ/seagate-backup-plus-ultra-touch-2-tb-external-hard-drive-sthh2000400,,Portable,USB Type-A 3.2 Gen 1,2000,,Black
Seagate Backup Plus Ultra Touch,https://pcpartpicker.com/product/sMRzK8/seagate-backup-plus-ultra-touch-1-tb-external-hard-drive-sthh1000402,,Portable,USB Type-A 3.2 Gen 1,1000,,White
Seagate Backup Plus Portable,https://pcpartpicker.com/product/k3KcCJ/seagate-backup-plus-portable-4-tb-external-hard-drive-sthp4000402,,Portable,USB Type-A 3.2 Gen 1,4000,,Blue / White
Apricorn Aegis Fortress,https://pcpartpicker.com/product/DJJtt6/apricorn-aegis-fortress-512-gb-external-ssd-a25-3pl256-s512f,294.99,Portable,USB Type-A 3.2 Gen 1,512,0.576,Black
Buffalo Technology Americas MiniStation,https://pcpartpicker.com/product/W2PKHx/buffalo-technology-americas-ministation-1-tb-external-hard-drive-hd-pcf10u3bd,,Portable,USB Type-A 3.2 Gen 1,1000,,Black
Buffalo Technology Americas MiniStation,https://pcpartpicker.com/product/DWkj4D/buffalo-technology-americas-ministation-2-tb-external-hard-drive-hd-pcf20u3bd,,Portable,USB Type-A 3.2 Gen 1,2000,,Black
Apricorn Aegis Padlock Fortress,https://pcpartpicker.com/product/YGQG3C/apricom-aegis-padlock-fortress-2-tb-external-hard-drive-a25-3pl256-2000f,259.99,Portable,USB Type-A 3.2 Gen 1,2000,0.13,Black
Seagate Backup Plus Portable,https://pcpartpicker.com/product/8z8j4D/seagate-5-tb-external-hard-drive-stdr5000103,,Portable,USB Type-A 3.2 Gen 1,5000,,Black
Seagate Backup Plus Portable,https://pcpartpicker.com/product/VbndnQ/seagate-5-tb-external-hard-drive-stdr5000101,,Portable,USB Type-A 3.2 Gen 1,5000,,Silver
Samsung T5,https://pcpartpicker.com/product/gNm323/samsung-t5-250-gb-external-ssd-mu-pa250bam,,Portable,USB Type-C 3.2 Gen 1,250,,Blue
Freecom Mobile Drive Classic 3.0,https://pcpartpicker.com/product/Wr8j4D/freecom-1-tb-external-hard-drive-35610,,Portable,USB Type-A 3.2 Gen 1,1000,,Black
ADATA SE730,https://pcpartpicker.com/product/xbYWGX/adata-se730-250gb-external-ssd-ase730-250gu31-cgd,,Portable,USB Type-C 3.2 Gen 1,250,,
ADATA SD700,https://pcpartpicker.com/product/84Trxr/adata-sd700-512gb-external-ssd-asd700-512gu3-cyl,,Portable,USB Type-A 3.2 Gen 1,512,,
ADATA SD700,https://pcpartpicker.com/product/7pvZxr/adata-sd700-512gb-external-ssd-asd700-512gu3-cbk,,Portable,USB Type-A 3.2 Gen 1,512,,
ADATA SD700,https://pcpartpicker.com/product/mF648d/adata-sd700-256gb-external-ssd-asd700-256gu3-cyl,,Portable,USB Type-A 3.2 Gen 1,256,,
ADATA SD700,https://pcpartpicker.com/product/9t2rxr/adata-sd700-256gb-external-ssd-asd700-256gu3-cbk,,Portable,USB Type-A 3.2 Gen 1,256,,
ADATA SD600,https://pcpartpicker.com/product/jNVBD3/adata-sd600-512gb-external-ssd-asd600-512gu31-crd,,Portable,USB Type-A 3.2 Gen 1,512,,
ADATA SD600,https://pcpartpicker.com/product/6qfmP6/adata-sd600-256gb-external-ssd-asd600-256gu31-crd,,Portable,USB Type-A 3.2 Gen 1,256,,
ADATA SD600,https://pcpartpicker.com/product/bCQRsY/adata-sd600-256gb-external-ssd-asd600-256gu31-cbk,,Portable,USB Type-A 3.2 Gen 1,256,,
Seagate Backup Plus,https://pcpartpicker.com/product/NyQRsY/seagate-backup-plus-4tb-external-hard-drive-stdr4000100,,Portable,USB Type-A 3.2 Gen 1,4000,,
SanDisk Extreme 900,https://pcpartpicker.com/product/yGL7YJ/sandisk-external-hard-drive-sdssdex2480gg25,,Portable,USB Type-A 3.2 Gen 2,480,,
SanDisk Extreme 900,https://pcpartpicker.com/product/PPX2FT/sandisk-external-hard-drive-sdssdex21t92g25,,Portable,USB Type-A 3.2 Gen 2,1920,,
Apricorn Padlock SSD,https://pcpartpicker.com/product/qJM323/apricorn-padlock-ssd-480-gb-external-ssd-assd-3pl256-480f,268.83,Portable,USB Type-A 3.2 Gen 1,480,0.56,Black
Western Digital My Passport,https://pcpartpicker.com/product/7NR48d/western-digital-external-hard-drive-wdbmwv0020bttnesn,,Portable,USB Type-A 3.2 Gen 1,2000,,
Transcend StoreJet,https://pcpartpicker.com/product/XRfp99/transcend-external-hard-drive-ts1tsj25h3b,115.13,Portable,USB Type-A 3.2 Gen 1,1000,0.115,
Transcend StoreJet,https://pcpartpicker.com/product/k46BD3/transcend-external-hard-drive-ts1tsj25a3k,,Portable,USB Type-A 3.2 Gen 1,1000,,
Transcend TS128GSJC10K,https://pcpartpicker.com/product/GxyFf7/transcend-external-hard-drive-ts128gsjc10k,,Portable,USB Type-A 3.2 Gen 1,128,,
Transcend TS128GESD200K,https://pcpartpicker.com/product/WZsKHx/transcend-external-hard-drive-ts128gesd200k,,Portable,USB Type-A 3.2 Gen 1,128,,
Lenovo ThinkPad,https://pcpartpicker.com/product/PVh9TW/lenovo-external-hard-drive-0a65621,,Portable,USB Type-A 3.2 Gen 1,1000,,
Lenovo ThinkPad,https://pcpartpicker.com/product/8ZkD4D/lenovo-external-hard-drive-0a65619,,Portable,USB Type-A 3.2 Gen 1,500,,
Lenovo ThinkPad,https://pcpartpicker.com/product/mqxfrH/lenovo-external-hard-drive-0a65616,,Portable,USB Type-A 3.2 Gen 1,750,,
Toshiba Canvio Slim II,https://pcpartpicker.com/product/zP2kcf/toshiba-external-hard-drive-hdtd210xsmea,123,Portable,,1000,0.123,
Toshiba Canvio Connect,https://pcpartpicker.com/product/XQTmP6/toshiba-external-hard-drive-hdtc720xw3c1,,Portable,USB Type-A 3.2 Gen 1,2000,,
Toshiba Canvio Connect,https://pcpartpicker.com/product/ycdqqs/toshiba-external-hard-drive-hdtc720xs3c1,,Portable,USB Type-A 3.2 Gen 1,2000,,
Toshiba Canvio Connect,https://pcpartpicker.com/product/zDDwrH/toshiba-external-hard-drive-hdtc720xr3c1,,Portable,USB Type-A 3.2 Gen 1,2000,,
Toshiba Canvio Connect,https://pcpartpicker.com/product/CNfp99/toshiba-external-hard-drive-hdtc720xl3c1,,Portable,USB Type-A 3.2 Gen 1,2000,,
Toshiba Canvio Connect,https://pcpartpicker.com/product/rwTmP6/toshiba-external-hard-drive-hdtc720xk3c1,,Portable,USB Type-A 3.2 Gen 1,2000,,
Toshiba Canvio Connect,https://pcpartpicker.com/product/69fp99/toshiba-external-hard-drive-hdtc715xw3c1,,Portable,USB Type-A 3.2 Gen 1,1500,,
Toshiba Canvio Connect,https://pcpartpicker.com/product/KyvRsY/toshiba-external-hard-drive-hdtc715xs3c1,,Portable,USB Type-A 3.2 Gen 1,1500,,
Toshiba Canvio Connect,https://pcpartpicker.com/product/WMqdnQ/toshiba-external-hard-drive-hdtc715xr3c1,,Portable,USB Type-A 3.2 Gen 1,1500,,
Toshiba Canvio Connect,https://pcpartpicker.com/product/6vH323/toshiba-external-hard-drive-hdtc715xl3c1,,Portable,USB Type-A 3.2 Gen 1,1500,,
Toshiba Canvio Connect,https://pcpartpicker.com/product/BQFPxr/toshiba-external-hard-drive-hdtc715xk3c1,,Portable,USB Type-A 3.2 Gen 1,1500,,
Toshiba Canvio Connect,https://pcpartpicker.com/product/HLh9TW/toshiba-external-hard-drive-hdtc710xw3a1,,Portable,USB Type-A 3.2 Gen 1,1000,,
Toshiba Canvio Connect,https://pcpartpicker.com/product/qD6BD3/toshiba-external-hard-drive-hdtc710xs3a1,,Portable,USB Type-A 3.2 Gen 1,1000,,
Toshiba Canvio Connect,https://pcpartpicker.com/product/jvg323/toshiba-external-hard-drive-hdtc710xr3a1,,Portable,USB Type-A 3.2 Gen 1,1000,,
Toshiba Canvio Connect,https://pcpartpicker.com/product/8nW9TW/toshiba-external-hard-drive-hdtc710xl3a1,,Portable,USB Type-A 3.2 Gen 1,1000,,
Toshiba Canvio Connect,https://pcpartpicker.com/product/jdphP6/toshiba-external-hard-drive-hdtc710xk3a1,,Portable,USB Type-A 3.2 Gen 1,1000,,
Toshiba Canvio Connect,https://pcpartpicker.com/product/4pqdnQ/toshiba-external-hard-drive-hdtc707xw3a1,,Portable,USB Type-A 3.2 Gen 1,750,,
Toshiba Canvio Connect,https://pcpartpicker.com/product/mC3RsY/toshiba-external-hard-drive-hdtc707xs3a1,,Portable,USB Type-A 3.2 Gen 1,750,,
Toshiba Canvio Connect,https://pcpartpicker.com/product/bG7wrH/toshiba-external-hard-drive-hdtc707xr3a1,,Portable,USB Type-A 3.2 Gen 1,750,,
Toshiba Canvio Connect,https://pcpartpicker.com/product/NbW9TW/toshiba-external-hard-drive-hdtc707xl3a1,,Portable,USB Type-A 3.2 Gen 1,750,,
Toshiba Canvio Connect,https://pcpartpicker.com/product/NqxfrH/toshiba-external-hard-drive-hdtc707xk3a1,,Portable,USB Type-A 3.2 Gen 1,750,,
Toshiba Canvio Connect,https://pcpartpicker.com/product/ncW9TW/toshiba-external-hard-drive-hdtc705xw3a1,,Portable,USB Type-A 3.2 Gen 1,500,,
Toshiba Canvio Connect,https://pcpartpicker.com/product/Y87wrH/toshiba-external-hard-drive-hdtc705xs3a1,,Portable,USB Type-A 3.2 Gen 1,500,,
Toshiba Canvio Connect,https://pcpartpicker.com/product/BqDwrH/toshiba-external-hard-drive-hdtc705xr3a1,,Portable,USB Type-A 3.2 Gen 1,500,,
Toshiba Canvio Connect,https://pcpartpicker.com/product/pszv6h/toshiba-external-hard-drive-hdtc705xl3a1,,Portable,USB Type-A 3.2 Gen 1,500,,
Imation Apollo Expert,https://pcpartpicker.com/product/zf6BD3/imation-external-hard-drive-28258,,Portable,USB Type-A 3.2 Gen 1,1000,,
Transcend StoreJet,https://pcpartpicker.com/product/WqK7YJ/transcend-external-hard-drive-ts500gsj25a2k,,Portable,USB Type-A 2.0,500,,
Transcend StoreJet,https://pcpartpicker.com/product/hG7wrH/transcend-external-hard-drive-ts500gsj25m2,,Portable,USB Type-A 2.0,500,,
Transcend StoreJet,https://pcpartpicker.com/product/7DDwrH/transcend-external-hard-drive-ts500gsj25m3,,Portable,USB Type-A 3.2 Gen 1,500,,
Transcend StoreJet,https://pcpartpicker.com/product/fNR48d/transcend-external-hard-drive-ts750gsj25m2,,Portable,USB Type-A 2.0,750,,
Axiom Mobile-D,https://pcpartpicker.com/product/K3V48d/axiom-external-hard-drive-usb3hd257500ax,,Portable,USB Type-A 3.2 Gen 1,500,,
Axiom Mobile-D,https://pcpartpicker.com/product/YHYXsY/axiom-external-hard-drive-usb3hd257320ax,,Portable,USB Type-A 3.2 Gen 1,320,,
Axiom Mobile-D,https://pcpartpicker.com/product/Nc3RsY/axiom-external-hard-drive-usb3hd257250ax,,Portable,USB Type-A 3.2 Gen 1,250,,
Axiom Mobile-D,https://pcpartpicker.com/product/sW2kcf/axiom-external-hard-drive-usb3hd255750ax,,Portable,USB Type-A 3.2 Gen 1,750,,
Axiom Mobile-D,https://pcpartpicker.com/product/JfYXsY/axiom-external-hard-drive-usb3hd255500ax,,Portable,USB Type-A 3.2 Gen 1,500,,
Axiom Mobile-D,https://pcpartpicker.com/product/Czbp99/axiom-external-hard-drive-usb3hd255320ax,,Portable,USB Type-A 3.2 Gen 1,320,,
Axiom Mobile-D,https://pcpartpicker.com/product/y4R48d/axiom-external-hard-drive-usb3hd255250ax,,Portable,USB Type-A 3.2 Gen 1,250,,
Axiom Mobile-D,https://pcpartpicker.com/product/Q63RsY/axiom-external-hard-drive-usb3hd2551tbax,,Portable,USB Type-A 3.2 Gen 1,1000,,
Apricorn Aegis Padlock,https://pcpartpicker.com/product/fjfp99/apricom-external-hard-drive-a25pl256v500,,Portable,,500,,
Apricorn Aegis Padlock,https://pcpartpicker.com/product/dRZQzy/apricom-external-hard-drive-a25pl256v320,,Portable,USB Type-A 2.0,320,,
Apricorn Aegis Padlock,https://pcpartpicker.com/product/hkh9TW/apricom-external-hard-drive-a25pl2561000,,Portable,USB Type-A 2.0,1000,,
Apricorn Aegis Padlock,https://pcpartpicker.com/product/rcdqqs/apricom-external-hard-drive-a25pl1281000,,Portable,USB Type-A 2.0,1000,,
Apricorn Aegis Portable 3.0,https://pcpartpicker.com/product/JvH323/apricom-external-hard-drive-a253usb1000,,Portable,USB Type-A 3.2 Gen 1,1000,,
Apricorn Aegis Padlock Fortress,https://pcpartpicker.com/product/CCfp99/apricom-external-hard-drive-a253pl2561500f,,Portable,USB Type-A 3.2 Gen 1,500,,
Apricorn Aegis Padlock Fortress,https://pcpartpicker.com/product/7Fw323/apricom-external-hard-drive-a253pl2561000f,224.84,Portable,USB Type-A 3.2 Gen 1,1000,0.225,
Apricorn Aegis Padlock,https://pcpartpicker.com/product/7f6BD3/apricom-external-hard-drive-a253pl128500,,Portable,USB Type-A 3.2 Gen 1,500,,
Apricorn Aegis Padlock,https://pcpartpicker.com/product/tL6BD3/apricom-external-hard-drive-a253pl1281000,,Portable,USB Type-A 3.2 Gen 1,1000,,
Apricorn Aegis Bio 3.0,https://pcpartpicker.com/product/tdNp99/apricom-external-hard-drive-a253bio256s512,,Portable,USB Type-A 3.2 Gen 1,512,,
Apricorn Aegis Bio,https://pcpartpicker.com/product/wCsKHx/apricom-external-hard-drive-a253bio2561000,,Portable,USB Type-A 3.2 Gen 1,1000,,
ADATA SH14,https://pcpartpicker.com/product/HC3RsY/a-data-external-hard-drive-ash141tu3cbk,,Portable,USB Type-A 3.2 Gen 1,1000,,
ADATA DashDrive SE720,https://pcpartpicker.com/product/Ng2kcf/a-data-external-hard-drive-ase720128gu3cti,,Portable,USB Type-A 3.2 Gen 1,128,,
ADATA AHV620-500GU3-CBK,https://pcpartpicker.com/product/W9sKHx/a-data-external-hard-drive-ahv620500gu3cbk,,Portable,USB Type-A 3.2 Gen 1,500,,
ADATA AHV620-2TU3-CBK,https://pcpartpicker.com/product/3w9KHx/a-data-external-hard-drive-ahv6202tu3cbk,,Portable,USB Type-A 3.2 Gen 1,2000,,
Toshiba Canvio Connect,https://pcpartpicker.com/product/tTsKHx/toshiba-external-hard-drive-hdtc705xk3a1,,Portable,USB Type-A 3.2 Gen 1,500,,
Toshiba Canvio Basics 3.0,https://pcpartpicker.com/product/R4K7YJ/toshiba-external-hard-drive-hdtb120xk3ca,,Portable,USB Type-A 3.2 Gen 1,2000,,
HP HPHDD2E30500AS1-RBU,https://pcpartpicker.com/product/BMBv6h/hp-external-hard-drive-hphdd2e30500as1rbu,,Portable,USB Type-A 3.2 Gen 1,500,,
Hitachi HGST Touro Mobile Pro,https://pcpartpicker.com/product/wvg323/hitachi-external-hard-drive-0s03559,,Portable,USB Type-A 3.2 Gen 1,1000,,
Hitachi HGST Touro Mobile,https://pcpartpicker.com/product/hTsKHx/hitachi-external-hard-drive-0s03452,,Portable,USB Type-A 3.2 Gen 1,500,,
Hitachi GST Touro Mobile Pro,https://pcpartpicker.com/product/qPMFf7/hitachi-external-hard-drive-0s03105,,Portable,USB Type-A 3.2 Gen 1,500,,
Seagate Backup Plus Slim,https://pcpartpicker.com/product/9yDwrH/seagate-external-hard-drive-tds2000100,,Portable,USB Type-A 3.2 Gen 1,2000,,
Seagate Backup Plus Slim,https://pcpartpicker.com/product/HcCrxr/seagate-external-hard-drive-stds2000100,,Portable,USB Type-A 3.2 Gen 1,2000,,
Seagate Backup Plus,https://pcpartpicker.com/product/q87wrH/seagate-external-hard-drive-stds1000100,,Portable,USB Type-A 3.2 Gen 1,1000,,
Seagate Backup Plus Slim,https://pcpartpicker.com/product/gP2kcf/seagate-external-hard-drive-stdr2000102,,Portable,USB Type-A 3.2 Gen 1,2000,,
Seagate Backup Plus Slim,https://pcpartpicker.com/product/H4K7YJ/seagate-external-hard-drive-stdr2000101,,Portable,USB Type-A 3.2 Gen 1,2000,,
Seagate Expansion,https://pcpartpicker.com/product/y3h9TW/seagate-external-hard-drive-stbx1000101,,Portable,USB Type-A 3.2 Gen 1,1000,,
Seagate Backup Plus,https://pcpartpicker.com/product/mw9KHx/seagate-external-hard-drive-stbu1000101,,Portable,USB Type-A 3.2 Gen 1,1000,,
Seagate GoFlex for Mac,https://pcpartpicker.com/product/yKyFf7/seagate-external-hard-drive-stba1000104,,Portable,Thunderbolt,1000,,
Samsung MU-PS500B/AM,https://pcpartpicker.com/product/D998TW/samsung-external-hard-drive-mups500bam,,Portable,USB Type-A 3.2 Gen 1,500,,
Samsung MU-PS250B/AM,https://pcpartpicker.com/product/dZL7YJ/samsung-external-hard-drive-mups250bam,,Portable,USB Type-A 3.2 Gen 1,250,,
Samsung P3 Portable,https://pcpartpicker.com/product/VBNp99/samsung-external-hard-drive-hxmtd20efg2,,Portable,USB Type-A 3.2 Gen 1,2000,,
Samsung P3,https://pcpartpicker.com/product/NZsKHx/samsung-external-hard-drive-hxmtd10efg2,,Portable,USB Type-A 3.2 Gen 1,1000,,
Samsung P3,https://pcpartpicker.com/product/BJjG3C/samsung-external-hard-drive-hxmt050dfg2,,Portable,USB Type-A 3.2 Gen 1,500,,
Verbatim 97806,https://pcpartpicker.com/product/mwTmP6/verbatim-external-hard-drive-97806,,Portable,USB Type-A 3.2 Gen 1,1000,,
Verbatim 97805,https://pcpartpicker.com/product/PwTmP6/verbatim-external-hard-drive-97805,,Portable,USB Type-A 3.2 Gen 1,500,,
Verbatim Freecom,https://pcpartpicker.com/product/nMqdnQ/verbatim-external-hard-drive-97711,,Portable,USB Type-A 3.2 Gen 1,1000,,
Verbatim Freecom,https://pcpartpicker.com/product/94K7YJ/verbatim-external-hard-drive-97567,,Portable,USB Type-A 3.2 Gen 1,1000,,
Verbatim Titan XS,https://pcpartpicker.com/product/cjfp99/verbatim-external-hard-drive-97394,,Portable,,1000,,
Verbatim Store 'n' Go,https://pcpartpicker.com/product/QFckcf/verbatim-external-hard-drive-47623,,Portable,USB Type-A 3.2 Gen 1,256,,
Verbatim Store 'n' Go,https://pcpartpicker.com/product/Tkh9TW/verbatim-external-hard-drive-47622,,Portable,USB Type-A 3.2 Gen 1,128,,
LaCie Porsche Design,https://pcpartpicker.com/product/Rrx9TW/lacie-external-hard-drive-9000515,,Portable,,250,,
LaCie Rugged,https://pcpartpicker.com/product/Z87wrH/lacie-external-hard-drive-9000352,,Portable,"Thunderbolt, USB Type-A 3.2 Gen 1",256,,
LaCie Porsche Design,https://pcpartpicker.com/product/KwGkcf/lacie-external-hard-drive-9000342,,Portable,USB Type-A 3.2 Gen 1,120,,
LaCie Little Big Disk,https://pcpartpicker.com/product/BxyFf7/lacie-external-hard-drive-9000321,,Portable,Thunderbolt,512,,
LaCie Rugged,https://pcpartpicker.com/product/dHkD4D/lacie-external-hard-drive-9000294,,Portable,"Thunderbolt, USB Type-A 3.2 Gen 1",1000,,
LaCie Rugged,https://pcpartpicker.com/product/M9h9TW/lacie-external-hard-drive-9000291,,Portable,"Thunderbolt, USB Type-A 3.2 Gen 1",120,,
LaCie Rugged Mini,https://pcpartpicker.com/product/TnW9TW/lacie-external-hard-drive-9000193,,Portable,USB Type-A 3.2 Gen 1,1500,,
Western Digital My Passport,https://pcpartpicker.com/product/FKyFf7/western-digital-external-hard-drive-wdby8l0020bslnesn,,Portable,USB Type-A 3.2 Gen 1,2000,,
Western Digital My Passport Air,https://pcpartpicker.com/product/cQTmP6/western-digital-external-hard-drive-wdbwdg0010balnesn,,Portable,USB Type-A 3.2 Gen 1,1000,,
Western Digital ELEMENTS,https://pcpartpicker.com/product/Zjfp99/western-digital-external-hard-drive-wdbu6y0015bbknesn,,Portable,USB Type-A 3.2 Gen 1,1500,,
Western Digital My Passport Studio,https://pcpartpicker.com/product/6TsKHx/western-digital-external-hard-drive-wdbu4m0020bbknesn,,Portable,"IEEE 1394B 9-Pin, USB Type-A 2.0",2000,,
Western Digital My Passport Slim,https://pcpartpicker.com/product/y46BD3/western-digital-external-hard-drive-wdbgmt0010balnesn,,Portable,USB Type-A 3.2 Gen 1,1000,,
Western Digital My Passport Studio,https://pcpartpicker.com/product/p8Lypg/western-digital-external-hard-drive-wdbgja0010bbknesn,,Portable,"IEEE 1394B 9-Pin, USB Type-A 2.0",1000,,
LaCie Porsche Design,https://pcpartpicker.com/product/ZWW9TW/lacie-external-hard-drive-301998,,Portable,USB Type-A 3.2 Gen 1,500,,
LaCie Rugged,https://pcpartpicker.com/product/npyFf7/lacie-external-hard-drive-301984,,Portable,"IEEE 1394B 9-Pin, USB Type-A 3.2 Gen 1",1000,,
LaCie Rugged,https://pcpartpicker.com/product/sXTmP6/lacie-external-hard-drive-301983,,Portable,"IEEE 1394B 9-Pin, USB Type-A 3.2 Gen 1",500,,
LaCie Rugged,https://pcpartpicker.com/product/D6TmP6/lacie-external-hard-drive-301982,,Portable,"IEEE 1394B 9-Pin, USB Type-A 3.2 Gen 1",500,,
LaCie Rikiki,https://pcpartpicker.com/product/qRLypg/lacie-external-hard-drive-301949,,Portable,USB Type-A 3.2 Gen 1,500,,
LaCie Rugged Mini,https://pcpartpicker.com/product/xvg323/lacie-external-hard-drive-301555,,Portable,USB Type-A 3.2 Gen 1,500,,
Buffalo Technology MiniStation Extreme,https://pcpartpicker.com/product/7yvRsY/buffalo-technology-external-hard-drive-hdpz500u3s,,Portable,USB Type-A 3.2 Gen 1,500,,
Buffalo Technology MiniStation Extreme,https://pcpartpicker.com/product/w2phP6/buffalo-technology-external-hard-drive-hdpz10u3s,,Portable,USB Type-A 3.2 Gen 1,1000,,
Buffalo Technology MiniStation Extreme,https://pcpartpicker.com/product/fVh9TW/buffalo-technology-external-hard-drive-hdpz10u3r,,Portable,USB Type-A 3.2 Gen 1,1000,,
Buffalo Technology MiniStation Extreme,https://pcpartpicker.com/product/f6TmP6/buffalo-technology-external-hard-drive-hdpz10u3b,,Portable,USB Type-A 3.2 Gen 1,1000,,
Buffalo Technology MiniStation,https://pcpartpicker.com/product/9B8Zxr/buffalo-technology-external-hard-drive-hdpcf500u3b,,Portable,USB Type-A 3.2 Gen 1,500,,
Buffalo Technology MiniStation,https://pcpartpicker.com/product/29sKHx/buffalo-technology-external-hard-drive-hdpcf20u3gb,,Portable,USB Type-A 3.2 Gen 1,2000,,
Buffalo Technology MiniStation,https://pcpartpicker.com/product/2dphP6/buffalo-technology-external-hard-drive-hdpcf10u3bb,,Portable,USB Type-A 3.2 Gen 1,1000,,
ADATA DashDrive,https://pcpartpicker.com/product/qB8Zxr/a-data-external-hard-drive-ahv6201tu3cbk,,Portable,USB Type-A 3.2 Gen 1,1000,,
